Receptor	Ligand	DSAS_Score_pK	buried%	ligand_sasa	protein_sasa	complex_sasa
2ypi_protein	2ypi_ligand	177.532089	72.927841	243.435272	21528.523438	21416.894531
2zb1_protein	2zb1_ligand	433.998322	76.492513	567.373596	18639.058594	18338.435547
2zc9_protein	2zc9_ligand	407.408875	70.098989	581.190796	13621.215820	13387.588867
2yme_protein	2yme_ligand	340.192673	70.621374	481.713470	48864.414062	48665.742188
2zcq_protein	2zcq_ligand	386.346710	73.103302	528.494202	15106.195312	14861.996094
2zcr_protein	2zcr_ligand	461.123383	74.943391	615.295593	15062.916992	14755.965820
2za5_protein	2za5_ligand	420.890259	64.638991	651.139893	42950.292969	42759.652344
2zcs_protein	2zcs_ligand	377.622223	75.852252	497.839172	15286.373047	15028.967773
2zdk_protein	2zdk_ligand	375.988373	62.568474	600.923035	9697.122070	9546.068359
2zda_protein	2zda_ligand	416.918213	70.225485	593.685059	13850.938477	13610.787109
2zdl_protein	2zdl_ligand	367.000183	61.803708	593.815796	9794.185547	9654.000977
2zdm_protein	2zdm_ligand	388.097809	63.733060	608.942688	9888.606445	9721.353516
2zdn_protein	2zdn_ligand	370.523438	63.121435	587.000977	9886.904297	9732.858398
2zfs_protein	2zfs_ligand	395.354126	62.917862	628.365479	9944.045898	9781.703125
2zfp_protein	2zfp_ligand	345.874161	67.911404	509.302032	13571.828125	13389.381836
2zft_protein	2zft_ligand	378.518219	62.856763	602.191711	9884.422852	9729.578125
2ypo_protein	2ypo_ligand	222.271393	74.240344	299.394348	72612.890625	72467.742188
2zgx_protein	2zgx_ligand	363.605927	68.217131	533.012634	13616.891602	13422.692383
2zjw_protein	2zjw_ligand	265.676208	70.052536	379.252808	17718.468750	17566.369141
2ymd_protein	2ymd_ligand	247.582397	76.711953	322.742920	92091.156250	91918.734375
2zmm_protein	2zmm_ligand	373.903748	59.260342	630.951050	14650.511719	14533.655273
2zn7_protein	2zn7_ligand	380.942932	55.897545	681.502075	14623.442383	14543.058594
2zq2_protein	2zq2_ligand	389.962799	60.760094	641.807434	9926.729492	9788.611328
2zkj_protein	2zkj_ligand	365.139633	74.397011	490.798798	34898.105469	34658.625000
2zq0_protein	2zq0_ligand	447.783234	58.492534	765.539124	55220.921875	55090.894531
2zy1_protein	2zy1_ligand	394.605347	75.389154	523.424561	14966.184570	14700.398438
2zym_protein	2zym_ligand	596.056763	63.263581	942.179932	18342.175781	18092.242188
2zz1_protein	2zz1_ligand	352.113846	78.688924	447.475739	17949.566406	17692.814453
2zz2_protein	2zz2_ligand	346.222519	77.307474	447.851288	16922.458984	16677.865234
2zwz_protein	2zwz_ligand	210.730026	67.721617	311.170990	104069.218750	103958.929688
2zx6_protein	2zx6_ligand	329.058029	65.658892	501.162933	104738.796875	104581.843750
2zx7_protein	2zx7_ligand	291.308075	59.664794	488.241150	104754.742188	104660.367188
2zx8_protein	2zx8_ligand	328.993225	67.552622	487.017700	105339.679688	105168.710938
3a2o_protein	3a2o_ligand	575.945312	76.107248	756.754883	10772.541016	10377.405273
2zxd_protein	2zxd_ligand	217.582733	71.347410	304.962341	105442.390625	105312.187500
3a1c_protein	3a1c_ligand	422.912354	71.881787	588.344238	26781.857422	26524.376953
3a6t_protein	3a6t_ligand	314.944763	69.528296	452.973511	7193.774902	7016.858887
3a1d_protein	3a1d_ligand	398.908875	77.745011	513.098999	26492.445312	26207.726562
3a1e_protein	3a1e_ligand	426.261414	73.614148	579.048218	26796.076172	26522.601562
3aau_protein	3aau_ligand	326.476257	56.493768	577.897827	9922.246094	9847.191406
3aaq_protein	3aaq_ligand	415.818420	59.988446	693.164185	16231.690430	16093.217773
3a5y_protein	3a5y_ligand	472.181458	73.198711	645.067993	27234.285156	26934.990234
3acw_protein	3acw_ligand	342.590027	77.683373	441.008179	15346.212891	15102.041016
3acx_protein	3acx_ligand	430.645294	78.047684	551.772034	15519.914062	15210.395508
3ag9_protein	3ag9_ligand	631.658020	46.206499	1367.032837	16711.312500	16815.029297
3ai8_protein	3ai8_ligand	171.535736	60.594267	283.089050	12189.474609	12129.492188
3aid_protein	3aid_ligand	570.799622	76.113591	749.931274	11328.037109	10936.369141
3ap4_protein	3ap4_ligand	183.092758	40.729709	449.531219	8201.487305	8284.833008
3agl_protein	3agl_ligand	738.328308	60.073893	1229.033569	18032.726562	17785.103516
3alt_protein	3alt_ligand	176.363983	37.650873	468.419373	28599.449219	28715.140625
3arp_protein	3arp_ligand	432.358948	58.077305	744.454224	24422.363281	24302.099609
3axz_protein	3axz_ligand	277.152084	72.646974	381.505341	24582.089844	24409.291016
3arq_protein	3arq_ligand	336.441376	53.396777	630.078064	24533.125000	24490.320312
3arw_protein	3arw_ligand	238.917984	48.983498	487.751984	24600.136719	24610.052734
3arx_protein	3arx_ligand	310.025818	62.084361	499.362183	24491.791016	24371.101562
3b1m_protein	3b1m_ligand	473.438110	69.198981	684.169189	14519.190430	14256.483398
3b5r_protein	3b5r_ligand	441.218140	79.882102	552.336670	13070.378906	12740.279297
3b4p_protein	3b4p_ligand	279.395844	76.429698	365.559265	16824.695312	16631.462891
3b24_protein	3b24_ligand	227.851089	71.990414	316.501984	11398.641602	11259.441406
3b25_protein	3b25_ligand	286.476974	68.147349	420.378754	11664.077148	11511.501953
3b3x_protein	3b3x_ligand	176.701752	61.504267	287.299988	23151.011719	23084.908203
3b26_protein	3b26_ligand	284.423508	65.339338	435.302094	11318.702148	11185.157227
3b27_protein	3b27_ligand	258.409058	66.698521	387.428467	12008.373047	11878.983398
3b65_protein	3b65_ligand	436.087036	80.848935	539.385010	13039.159180	12706.370117
3b66_protein	3b66_ligand	440.545746	79.824167	551.895203	13092.613281	12763.416992
3b2q_protein	3b2q_ligand	452.127533	76.880028	588.094910	35010.824219	34694.664062
3b67_protein	3b67_ligand	432.641205	80.377015	538.264832	13050.595703	12723.578125
3b68_protein	3b68_ligand	480.895233	80.703988	595.875427	13013.461914	12647.546875
3b7j_protein	3b7j_ligand	168.506790	61.550182	273.771393	38006.527344	37943.285156
3be9_protein	3be9_ligand	374.179382	72.938427	513.007202	17186.621094	16951.269531
3bgb_protein	3bgb_ligand	537.433411	74.769827	718.783813	10299.305664	9943.222656
3bex_protein	3bex_ligand	268.041382	75.669319	354.227295	23248.402344	23066.546875
3bfu_protein	3bfu_ligand	212.585007	72.206110	294.414154	26682.585938	26551.830078
3bgc_protein	3bgc_ligand	569.574188	75.196553	757.447205	10239.590820	9857.889648
3bgq_protein	3bgq_ligand	354.450485	71.685556	494.451752	13976.408203	13761.958984
3bgz_protein	3bgz_ligand	330.657333	70.362826	469.931854	13716.082031	13524.699219
3bbb_protein	3bbb_ligand	322.537354	54.162044	595.504395	40221.343750	40171.773438
3bbf_protein	3bbf_ligand	359.419952	71.900833	499.882874	39927.089844	39708.132812
3bqc_protein	3bqc_ligand	280.006699	72.596114	385.704803	16878.384766	16704.076172
3brn_protein	3brn_ligand	250.282272	78.078442	320.552338	8211.579102	8031.566895
3bu1_protein	3bu1_ligand	184.418175	73.569574	250.671799	7468.206055	7350.041504
3bra_protein	3bra_ligand	166.979782	57.364698	291.084564	17543.074219	17500.199219
3bva_protein	3bva_ligand	720.930664	69.914916	1031.154297	10704.682617	10293.975586
3buf_protein	3buf_ligand	167.526443	54.626537	306.675934	17171.130859	17142.753906
3bug_protein	3bug_ligand	208.278381	61.218235	340.222778	16976.000000	16899.666016
3bv9_protein	3bv9_ligand	484.162964	55.750933	868.439209	14244.161133	14144.274414
3bgs_protein	3bgs_ligand	302.372559	74.955034	403.405273	36417.703125	36216.363281
3buh_protein	3buh_ligand	253.990265	61.827784	410.802795	17310.556641	17213.378906
3bvb_protein	3bvb_ligand	551.712311	78.801993	700.124817	10729.770508	10326.470703
3bwj_protein	3bwj_ligand	591.280884	63.034684	938.024658	18195.896484	17951.359375
3bxe_protein	3bxe_ligand	190.488632	69.674189	273.399139	25289.779297	25182.201172
3bxf_protein	3bxf_ligand	307.940002	71.530921	430.499146	24192.625000	24007.244141
3bxg_protein	3bxg_ligand	265.023834	72.265342	366.737122	25267.023438	25103.712891
3bxh_protein	3bxh_ligand	269.785782	73.670431	366.206329	25282.292969	25108.927734
3bzf_protein	3bzf_ligand	882.416321	64.039257	1377.930298	20720.240234	20333.337891
3c4h_protein	3c4h_ligand	201.746658	65.946874	305.923004	18721.277344	18623.707031
3c39_protein	3c39_ligand	174.846802	64.084444	272.838135	19392.169922	19315.314453
3c2f_protein	3c2f_ligand	272.106003	61.884977	439.696381	66896.765625	66792.250000
3c84_protein	3c84_ligand	299.889252	78.793249	380.602722	48515.929688	48296.753906
3c2o_protein	3c2o_ligand	179.757721	67.599977	265.913879	65197.445312	65103.843750
3c2r_protein	3c2r_ligand	179.715347	66.711555	269.391632	65679.210938	65589.171875
3cct_protein	3cct_ligand	490.095947	64.383682	761.211426	62521.335938	62302.355469
3c2u_protein	3c2u_ligand	305.955688	73.461978	416.481689	79787.343750	79591.914062
3ccw_protein	3ccw_ligand	474.885040	65.190836	728.453674	62608.414062	62387.097656
3ccz_protein	3ccz_ligand	468.299835	62.675823	747.177795	61940.656250	61751.234375
3cd0_protein	3cd0_ligand	496.534088	66.935800	741.806458	62701.871094	62450.609375
3cd5_protein	3cd5_ligand	517.940857	67.347482	769.057495	63692.074219	63425.250000
3cfn_protein	3cfn_ligand	297.564682	72.494824	410.463348	21705.136719	21520.470703
3cd7_protein	3cd7_ligand	508.261993	66.172159	768.090393	60586.316406	60337.882812
3cft_protein	3cft_ligand	248.956268	77.436221	321.498474	21116.056641	20939.642578
3cda_protein	3cda_ligand	512.552643	62.306384	822.632629	62439.265625	62236.792969
3cf8_protein	3cf8_ligand	308.387970	72.534115	425.162659	37762.320312	37570.707031
3ckb_protein	3ckb_ligand	274.496979	45.365118	605.083801	20522.392578	20578.482422
3cj5_protein	3cj5_ligand	319.405823	49.335846	647.411255	25186.607422	25195.207031
3ckp_protein	3ckp_ligand	524.205811	70.029471	748.550293	18280.054688	17980.193359
3cdb_protein	3cdb_ligand	507.491882	63.762194	795.913452	63134.226562	62915.156250
3cow_protein	3cow_ligand	437.188049	75.095651	582.174927	25796.601562	25504.400391
3coy_protein	3coy_ligand	449.156189	75.962217	591.288940	25833.410156	25526.386719
3cke_protein	3cke_ligand	360.544037	67.412797	534.830261	58822.640625	58636.382812
3cs7_protein	3cs7_ligand	454.008209	61.950017	732.862122	15003.361328	14828.207031
3cyw_protein	3cyw_ligand	549.466980	78.286529	701.866577	10610.783203	10213.715820
3coz_protein	3coz_ligand	440.239380	76.737979	573.691650	26001.863281	25695.076172
3cyx_protein	3cyx_ligand	632.094574	73.360528	861.627625	10616.073242	10213.511719
3cyz_protein	3cyz_ligand	295.143311	80.362677	367.264160	12522.746094	12299.723633
3cz1_protein	3cz1_ligand	279.550339	76.100254	367.344818	12692.913086	12501.157227
3d0b_protein	3d0b_ligand	428.344452	74.472498	575.171326	11280.953125	10999.435547
3ckz_protein	3ckz_ligand	328.412125	69.395629	473.246124	49479.476562	49295.898438
3d1x_protein	3d1x_ligand	636.822205	73.712949	863.921753	10735.125000	10325.402344
3cl0_protein	3cl0_ligand	323.730103	71.439689	453.151611	49697.324219	49503.015625
3ctt_protein	3ctt_ligand	227.096664	71.398704	318.068329	33464.687500	33328.562500
3d1y_protein	3d1y_ligand	659.448578	75.122687	877.828796	10982.654297	10541.585938
3d1z_protein	3d1z_ligand	549.662781	78.635879	698.997437	10501.714844	10101.386719
3d6o_protein	3d6o_ligand	181.437805	39.179653	463.091919	7389.617188	7489.833496
3d6p_protein	3d6p_ligand	178.932556	39.571171	452.179077	7434.705566	7529.019531
3d8z_protein	3d8z_ligand	202.543015	43.311627	467.641205	7338.150879	7400.706055
3d78_protein	3d78_ligand	274.539154	73.170771	375.203308	12941.657227	12767.782227
3d0e_protein	3d0e_ligand	485.664581	77.226915	628.879944	33927.464844	33585.015625
3d7z_protein	3d7z_ligand	437.421753	76.382387	572.673584	18458.800781	18156.630859
3d83_protein	3d83_ligand	519.938568	71.201393	730.236511	19039.085938	18729.445312
3d91_protein	3d91_ligand	589.982605	74.671523	790.103882	15930.507812	15540.646484
3djk_protein	3djk_ligand	563.752533	78.262215	720.338074	10625.718750	10218.551758
3da9_protein	3da9_ligand	376.246277	63.149122	595.806030	13886.884766	13730.198242
3djo_protein	3djo_ligand	220.120758	53.424796	412.019836	14092.568359	14064.346680
3djp_protein	3djp_ligand	231.015106	54.612121	423.010681	13905.807617	13866.788086
3djq_protein	3djq_ligand	208.032761	45.708233	455.131927	13993.000977	14032.067383
3djv_protein	3djv_ligand	246.402466	58.103986	424.071533	14111.280273	14042.546875
3dk1_protein	3dk1_ligand	563.869385	76.488213	737.197754	10628.524414	10237.983398
3djx_protein	3djx_ligand	215.122208	52.369008	410.781525	14094.319336	14074.856445
3dnd_protein	3dnd_ligand	232.713211	70.743440	328.953766	17647.058594	17510.585938
3dne_protein	3dne_ligand	231.593140	70.506326	328.471436	17190.292969	17055.578125
3dp9_protein	3dp9_ligand	382.616730	71.906834	532.100647	18845.263672	18612.130859
3dsz_protein	3dsz_ligand	469.307373	57.837271	811.427246	10781.318359	10654.130859
3drf_protein	3drf_ligand	649.596497	65.244993	995.626587	25116.589844	24813.023438
3drg_protein	3drg_ligand	875.393921	67.215462	1302.369873	26668.583984	26220.166016
3e3c_protein	3e3c_ligand	350.457092	77.137587	454.327271	12821.268555	12574.681641
3dzt_protein	3dzt_ligand	463.789459	75.602742	613.455872	16831.322266	16517.199219
3dri_protein	3dri_ligand	312.648621	44.143799	708.250366	26660.751953	26743.705078
3e92_protein	3e92_ligand	433.581848	77.351730	560.532837	18697.353516	18390.722656
3e6y_protein	3e6y_ligand	362.138763	47.792422	757.732605	25300.535156	25333.990234
3eax_protein	3eax_ligand	300.002136	33.136700	905.347046	14107.485352	14412.828125
3eb1_protein	3eb1_ligand	231.744904	38.067600	608.772034	14378.658203	14523.940430
3e93_protein	3e93_ligand	531.942719	71.762109	741.258484	18865.935547	18543.308594
3d7k_protein	3d7k_ligand	543.937195	74.834764	726.850952	76169.632812	75808.609375
3ebl_protein	3ebl_ligand	346.362427	79.208468	437.279541	14649.182617	14393.737305
3eeb_protein	3eeb_ligand	392.884491	67.216133	584.509216	10589.691406	10388.431641
3eko_protein	3eko_ligand	244.353180	68.965192	354.313782	12231.328125	12096.935547
3ekp_protein	3ekp_ligand	522.150208	74.656980	699.399048	10281.965820	9937.064453
3ekt_protein	3ekt_ligand	527.452454	76.468724	689.762329	10079.979492	9714.836914
3ekr_protein	3ekr_ligand	318.122421	69.305989	459.011444	12133.745117	11956.511719
3ekv_protein	3ekv_ligand	533.910126	76.839746	694.835876	10122.001953	9749.017578
3ekw_protein	3ekw_ligand	669.917206	76.316965	877.809021	10144.577148	9682.551758
3egt_protein	3egt_ligand	422.742432	74.877255	564.580566	31522.957031	31242.052734
3ed0_protein	3ed0_ligand	258.769806	66.831085	387.199768	38004.000000	37873.660156
3ekx_protein	3ekx_ligand	595.053070	80.172862	742.212585	10064.904297	9617.010742
3el1_protein	3el1_ligand	662.669098	75.337224	879.603821	10274.482422	9828.748047
3el4_protein	3el4_ligand	645.439697	72.628940	888.681152	10652.006836	10249.808594
3el5_protein	3el5_ligand	595.900360	77.515402	768.750916	10439.142578	10016.092773
3el9_protein	3el9_ligand	647.009583	73.710184	877.775024	10257.276367	9841.032227
3ery_protein	3ery_ligand	877.583191	65.638839	1336.987671	10866.520508	10448.341797
3eqr_protein	3eqr_ligand	491.150116	64.828233	757.617615	14148.611328	13923.928711
3evd_protein	3evd_ligand	299.692993	52.021633	576.093018	13710.889648	13687.596680
3ebo_protein	3ebo_ligand	266.237473	69.327325	384.029633	65761.773438	65613.328125
3ebp_protein	3ebp_ligand	287.484070	55.997207	513.390015	65806.289062	65744.710938
3f3c_protein	3f3c_ligand	224.380325	72.051428	311.416901	41612.355469	41475.011719
3f3d_protein	3f3d_ligand	201.052170	72.520945	277.233246	42251.917969	42127.046875
3exe_protein	3exe_ligand	402.191254	72.162193	557.343445	48374.628906	48127.589844
3f8c_protein	3f8c_ligand	458.885254	67.664161	678.180664	13293.361328	13053.771484
3f3e_protein	3f3e_ligand	199.197220	72.507472	274.726471	41773.769531	41650.101562
3exh_protein	3exh_ligand	397.050537	71.304324	556.839355	49570.644531	49333.382812
3f8f_protein	3f8f_ligand	399.089508	59.731860	668.135071	14944.688477	14814.644531
3f78_protein	3f78_ligand	178.311401	73.873559	241.373779	9409.473633	9294.224609
3f68_protein	3f68_ligand	429.680634	66.144967	649.604431	13547.095703	13337.338867
3f70_protein	3f70_ligand	214.305634	63.228305	338.939392	42137.546875	42047.875000
3fas_protein	3fas_ligand	183.847778	69.046187	266.267822	26157.832031	26056.404297
3fat_protein	3fat_ligand	229.052277	73.906209	309.922913	26456.314453	26308.132812
3f6e_protein	3f6e_ligand	533.309113	74.167981	719.055725	70035.960938	69688.398438
3f80_protein	3f80_ligand	225.162369	69.843902	322.379425	36113.832031	35985.886719
3f48_protein	3f48_ligand	140.175041	68.701914	204.033676	42405.609375	42329.292969
3ffg_protein	3ffg_ligand	494.281128	60.611551	815.489990	14998.485352	14825.413086
3fhb_protein	3fhb_ligand	175.269440	68.889346	254.421692	18527.945312	18431.828125
3fj7_protein	3fj7_ligand	187.702324	73.628391	254.931992	20524.177734	20403.705078
3fqe_protein	3fqe_ligand	388.992676	75.461727	515.483398	15109.712891	14847.210938
3fl5_protein	3fl5_ligand	296.569702	80.931773	366.444092	16950.638672	16723.943359
3fjg_protein	3fjg_ligand	198.098221	72.231903	274.253082	20399.900391	20277.957031
3fur_protein	3fur_ligand	473.799896	76.844156	616.572449	14476.509766	14145.482422
3fuz_protein	3fuz_ligand	179.043045	67.980738	263.373199	13710.208008	13615.495117
3fql_protein	3fql_ligand	483.522675	78.547182	615.582458	25100.701172	24749.238281
3fv1_protein	3fv1_ligand	303.079681	74.141170	408.787292	13734.186523	13536.814453
3fv2_protein	3fv2_ligand	284.404556	73.920714	384.742706	13662.562500	13478.496094
3fvh_protein	3fvh_ligand	369.206909	44.498794	829.700928	13087.076172	13178.363281
3fvk_protein	3fvk_ligand	283.060532	74.762833	378.611298	13596.229492	13408.719727
3fv3_protein	3fv3_ligand	578.475250	61.465380	941.139954	15473.269531	15257.458984
3fvn_protein	3fvn_ligand	281.196335	73.279071	383.733490	13424.745117	13246.085938
3fuc_protein	3fuc_ligand	344.155670	73.437805	468.635559	33600.296875	33380.621094
3fzy_protein	3fzy_ligand	401.675842	67.992181	590.767700	10588.430664	10375.846680
3g0w_protein	3g0w_ligand	375.233353	78.575685	477.543854	13000.706055	12727.783203
3g0e_protein	3g0e_ligand	323.748627	71.889662	450.341003	18315.550781	18118.394531
3g1d_protein	3g1d_ligand	326.207306	76.162691	428.303284	17562.435547	17338.324219
3g2y_protein	3g2y_ligand	183.986557	56.383973	326.310028	11657.031250	11615.368164
3g19_protein	3g19_ligand	293.368195	49.668049	590.657776	5638.212891	5642.134277
3g1v_protein	3g1v_ligand	324.880066	75.411290	430.810913	17369.281250	17150.332031
3g3r_protein	3g3r_ligand	209.419846	68.233199	306.917816	16865.101562	16753.179688
3g0i_protein	3g0i_ligand	220.327087	70.484872	312.587769	31653.244141	31525.177734
