Receptor	Ligand	DV20_Score_pK
3hl5_protein	3hl5_ligand	4.880000
3hkw_protein	3hkw_ligand	8.490000
3hky_protein	3hky_ligand	7.900000
3hl7_protein	3hl7_ligand	7.840000
3hmo_protein	3hmo_ligand	7.530000
3hmp_protein	3hmp_ligand	4.920000
3hs4_protein	3hs4_ligand	6.150000
3hll_protein	3hll_ligand	8.230000
3hl8_protein	3hl8_ligand	4.970000
3hub_protein	3hub_ligand	8.520000
3hv8_protein	3hv8_ligand	7.740000
3hvi_protein	3hvi_ligand	8.270000
3huc_protein	3huc_ligand	7.210000
3hp9_protein	3hp9_ligand	5.380000
3hvj_protein	3hvj_ligand	8.010000
3hig_protein	3hig_ligand	7.510000
3hzm_protein	3hzm_ligand	4.540000
3i7e_protein	3i7e_ligand	9.540000
3i6o_protein	3i6o_ligand	10.040000
3hzk_protein	3hzk_ligand	5.150000
3hzv_protein	3hzv_ligand	5.220000
3i5z_protein	3i5z_ligand	8.270000
3i4y_protein	3i4y_ligand	4.500000
3i25_protein	3i25_ligand	8.720000
3i60_protein	3i60_ligand	8.200000
3i9g_protein	3i9g_ligand	7.510000
3i51_protein	3i51_ligand	5.060000
3i4b_protein	3i4b_ligand	7.970000
3i73_protein	3i73_ligand	-0.180000
3hww_protein	3hww_ligand	2.800000
3ibi_protein	3ibi_ligand	5.020000
3ibl_protein	3ibl_ligand	5.330000
3ibn_protein	3ibn_ligand	6.420000
3ibu_protein	3ibu_ligand	5.540000
3ikd_protein	3ikd_ligand	5.610000
3ikg_protein	3ikg_ligand	5.730000
3igp_protein	3igp_ligand	4.770000
3ies_protein	3ies_ligand	9.070000
3ifl_protein	3ifl_ligand	6.710000
3ijh_protein	3ijh_ligand	4.170000
3imc_protein	3imc_ligand	4.750000
3iof_protein	3iof_ligand	3.860000
3iog_protein	3iog_ligand	4.180000
3ime_protein	3ime_ligand	2.510000
3ip8_protein	3ip8_ligand	3.440000
3iob_protein	3iob_ligand	5.070000
3ip5_protein	3ip5_ligand	4.660000
3ioc_protein	3ioc_ligand	5.880000
3ip6_protein	3ip6_ligand	5.640000
3ioe_protein	3ioe_ligand	4.770000
3iod_protein	3iod_ligand	3.990000
3ip9_protein	3ip9_ligand	3.980000
3iph_protein	3iph_ligand	7.760000
3ipq_protein	3ipq_ligand	9.350000
3isj_protein	3isj_ligand	6.110000
3ipu_protein	3ipu_ligand	7.440000
3iqu_protein	3iqu_ligand	4.990000
3iss_protein	3iss_ligand	5.830000
3hu3_protein	3hu3_ligand	5.830000
3iw5_protein	3iw5_ligand	7.560000
3iw6_protein	3iw6_ligand	6.090000
3iue_protein	3iue_ligand	6.470000
3iub_protein	3iub_ligand	7.350000
3ivc_protein	3ivc_ligand	5.350000
3ivg_protein	3ivg_ligand	6.270000
3ivx_protein	3ivx_ligand	6.270000
3iae_protein	3iae_ligand	6.140000
3jrs_protein	3jrs_ligand	5.080000
3juo_protein	3juo_ligand	5.410000
3jup_protein	3jup_ligand	5.580000
3jvr_protein	3jvr_ligand	5.580000
3jvs_protein	3jvs_ligand	6.370000
3jy0_protein	3jy0_ligand	6.680000
3jrx_protein	3jrx_ligand	9.410000
3jya_protein	3jya_ligand	6.650000
3jyr_protein	3jyr_ligand	5.410000
3jdw_protein	3jdw_ligand	2.590000
3jzh_protein	3jzh_ligand	3.310000
3jzj_protein	3jzj_ligand	5.580000
3k00_protein	3k00_ligand	4.370000
3iww_protein	3iww_ligand	7.200000
3k2f_protein	3k2f_ligand	6.470000
3juk_protein	3juk_ligand	5.010000
3k5v_protein	3k5v_ligand	6.670000
3k02_protein	3k02_ligand	5.320000
3k5x_protein	3k5x_ligand	4.470000
3k97_protein	3k97_ligand	7.350000
3k4q_protein	3k4q_ligand	5.330000
3k99_protein	3k99_ligand	7.110000
3k8c_protein	3k8c_ligand	3.810000
3kdb_protein	3kdb_ligand	9.190000
3kdc_protein	3kdc_ligand	9.480000
3k8o_protein	3k8o_ligand	5.330000
3kdd_protein	3kdd_ligand	8.610000
3kek_protein	3kek_ligand	9.600000
3k8q_protein	3k8q_ligand	6.060000
3kgp_protein	3kgp_ligand	3.190000
3kgq_protein	3kgq_ligand	3.430000
3kdm_protein	3kdm_ligand	8.470000
3kiv_protein	3kiv_ligand	3.570000
3kgt_protein	3kgt_ligand	5.890000
3kgu_protein	3kgu_ligand	5.660000
3kku_protein	3kku_ligand	4.530000
3kjd_protein	3kjd_ligand	7.090000
3kmc_protein	3kmc_ligand	6.330000
3k37_protein	3k37_ligand	7.430000
3kr8_protein	3kr8_ligand	9.300000
3i3b_protein	3i3b_ligand	3.560000
3kwa_protein	3kwa_ligand	3.270000
3kyq_protein	3kyq_ligand	4.300000
3l0v_protein	3l0v_ligand	5.040000
3kmy_protein	3kmy_ligand	4.440000
3kmx_protein	3kmx_ligand	5.300000
3l3l_protein	3l3l_ligand	6.980000
3l3m_protein	3l3m_ligand	7.770000
3kv2_protein	3kv2_ligand	4.300000
3kqr_protein	3kqr_ligand	3.830000
3l3n_protein	3l3n_ligand	6.650000
3k4d_protein	3k4d_ligand	3.890000
3le9_protein	3le9_ligand	5.980000
3l59_protein	3l59_ligand	4.450000
3ldp_protein	3ldp_ligand	5.410000
3l4u_protein	3l4u_ligand	3.430000
3l4v_protein	3l4v_ligand	4.870000
3l4w_protein	3l4w_ligand	4.540000
3ldq_protein	3ldq_ligand	5.290000
3lea_protein	3lea_ligand	6.210000
3l4x_protein	3l4x_ligand	5.240000
3lir_protein	3lir_ligand	6.360000
3l4y_protein	3l4y_ligand	5.040000
3lgs_protein	3lgs_ligand	5.040000
3l4z_protein	3l4z_ligand	5.350000
3liw_protein	3liw_ligand	7.270000
3ljg_protein	3ljg_ligand	7.200000
3ljz_protein	3ljz_ligand	8.680000
3ljo_protein	3ljo_ligand	6.310000
3lk8_protein	3lk8_ligand	6.590000
3lka_protein	3lka_ligand	4.080000
3k1j_protein	3k1j_ligand	6.030000
3lzs_protein	3lzs_ligand	8.930000
3lzu_protein	3lzu_ligand	7.680000
3lxe_protein	3lxe_ligand	6.840000
3lxk_protein	3lxk_ligand	7.870000
3lpk_protein	3lpk_ligand	9.530000
3lpi_protein	3lpi_ligand	8.190000
3lmk_protein	3lmk_ligand	4.810000
3lp4_protein	3lp4_ligand	3.700000
3lzz_protein	3lzz_ligand	3.150000
3lp7_protein	3lp7_ligand	4.500000
3m1k_protein	3m1k_ligand	3.520000
3lvw_protein	3lvw_ligand	4.100000
3lpp_protein	3lpp_ligand	4.830000
3m3x_protein	3m3x_ligand	6.010000
3m5e_protein	3m5e_ligand	6.700000
3m6r_protein	3m6r_ligand	7.240000
3m3c_protein	3m3c_ligand	4.250000
3m35_protein	3m35_ligand	7.030000
3m36_protein	3m36_ligand	9.350000
3m3z_protein	3m3z_ligand	4.510000
3m37_protein	3m37_ligand	9.080000
3m40_protein	3m40_ligand	6.890000
3kr4_protein	3kr4_ligand	6.600000
3m8u_protein	3m8u_ligand	5.820000
3lpl_protein	3lpl_ligand	4.860000
3m67_protein	3m67_ligand	7.020000
3m96_protein	3m96_ligand	7.470000
3mam_protein	3mam_ligand	2.990000
3mdz_protein	3mdz_ligand	6.070000
3lq2_protein	3lq2_ligand	6.140000
3mhc_protein	3mhc_ligand	9.050000
3mhi_protein	3mhi_ligand	6.280000
3mhl_protein	3mhl_ligand	6.960000
3mhm_protein	3mhm_ligand	6.370000
3mho_protein	3mho_ligand	5.760000
3mhw_protein	3mhw_ligand	2.950000
3miy_protein	3miy_ligand	6.560000
3ml2_protein	3ml2_ligand	6.540000
3mi2_protein	3mi2_ligand	6.500000
3ml5_protein	3ml5_ligand	7.010000
3mfv_protein	3mfv_ligand	4.430000
3mfw_protein	3mfw_ligand	3.760000
3mmf_protein	3mmf_ligand	5.880000
3mna_protein	3mna_ligand	6.140000
3mi3_protein	3mi3_ligand	4.090000
3mf5_protein	3mf5_ligand	6.260000
3ms9_protein	3ms9_ligand	4.640000
3mss_protein	3mss_ligand	4.700000
3mxd_protein	3mxd_ligand	8.490000
3mjl_protein	3mjl_ligand	2.350000
3mxe_protein	3mxe_ligand	9.420000
3myg_protein	3myg_ligand	5.730000
3mof_protein	3mof_ligand	3.300000
3myq_protein	3myq_ligand	7.540000
3mzc_protein	3mzc_ligand	5.870000
3n0n_protein	3n0n_ligand	7.580000
3mz6_protein	3mz6_ligand	4.940000
3n2p_protein	3n2p_ligand	7.330000
3n2u_protein	3n2u_ligand	6.110000
3n2v_protein	3n2v_ligand	7.310000
3n3g_protein	3n3g_ligand	5.560000
3n4b_protein	3n4b_ligand	7.210000
3n3j_protein	3n3j_ligand	6.390000
3n7o_protein	3n7o_ligand	8.480000
3n35_protein	3n35_ligand	3.640000
3nb5_protein	3nb5_ligand	7.080000
3n9r_protein	3n9r_ligand	4.490000
3nee_protein	3nee_ligand	5.710000
3n9s_protein	3n9s_ligand	5.320000
3n1c_protein	3n1c_ligand	4.200000
3neo_protein	3neo_ligand	6.030000
3nes_protein	3nes_ligand	5.530000
3nex_protein	3nex_ligand	6.110000
3nhi_protein	3nhi_ligand	8.170000
3ng4_protein	3ng4_ligand	3.280000
3nht_protein	3nht_ligand	6.710000
3ni5_protein	3ni5_ligand	5.970000
3nkk_protein	3nkk_ligand	5.090000
3nik_protein	3nik_ligand	4.610000
3nq3_protein	3nq3_ligand	5.450000
3nim_protein	3nim_ligand	4.590000
3n7a_protein	3n7a_ligand	5.760000
3npc_protein	3npc_ligand	9.780000
3nq9_protein	3nq9_ligand	3.470000
3n8k_protein	3n8k_ligand	5.730000
3nu3_protein	3nu3_ligand	9.640000
3nu4_protein	3nu4_ligand	9.510000
3n76_protein	3n76_ligand	7.440000
3n86_protein	3n86_ligand	8.150000
3nu5_protein	3nu5_ligand	9.110000
3nu6_protein	3nu6_ligand	8.860000
3nu9_protein	3nu9_ligand	8.730000
3nuj_protein	3nuj_ligand	8.760000
3nuo_protein	3nuo_ligand	9.060000
3nx7_protein	3nx7_ligand	6.480000
3nyx_protein	3nyx_ligand	8.290000
3nzk_protein	3nzk_ligand	7.570000
3nxq_protein	3nxq_ligand	6.090000
3o5x_protein	3o5x_ligand	3.870000
3nox_protein	3nox_ligand	5.880000
3nw3_protein	3nw3_ligand	5.730000
3nsn_protein	3nsn_ligand	5.720000
3o9a_protein	3o9a_ligand	10.650000
3nyd_protein	3nyd_ligand	4.000000
3o8p_protein	3o8p_ligand	7.210000
3o9d_protein	3o9d_ligand	9.890000
3o4k_protein	3o4k_ligand	6.000000
3o5n_protein	3o5n_ligand	5.180000
3o9e_protein	3o9e_ligand	9.670000
3o9i_protein	3o9i_ligand	10.050000
3o99_protein	3o99_ligand	9.880000
3oaf_protein	3oaf_ligand	7.310000
3ocp_protein	3ocp_ligand	6.390000
3o56_protein	3o56_ligand	7.370000
3oe4_protein	3oe4_ligand	6.920000
3o84_protein	3o84_ligand	6.750000
3o9p_protein	3o9p_ligand	6.920000
3oe5_protein	3oe5_ligand	6.530000
3o75_protein	3o75_ligand	5.010000
3ocz_protein	3ocz_ligand	5.470000
3oil_protein	3oil_ligand	5.830000
3oim_protein	3oim_ligand	6.100000
3ok9_protein	3ok9_ligand	8.540000
3oku_protein	3oku_ligand	5.900000
3ov1_protein	3ov1_ligand	5.530000
3ohi_protein	3ohi_ligand	4.510000
3ouj_protein	3ouj_ligand	3.990000
3ove_protein	3ove_ligand	6.100000
3ovn_protein	3ovn_ligand	3.200000
3old_protein	3old_ligand	5.550000
3oy0_protein	3oy0_ligand	5.620000
3owj_protein	3owj_ligand	7.100000
3own_protein	3own_ligand	8.980000
3oy8_protein	3oy8_ligand	3.460000
3oyq_protein	3oyq_ligand	6.260000
3oyw_protein	3oyw_ligand	3.560000
3ozj_protein	3ozj_ligand	5.070000
3ozr_protein	3ozr_ligand	4.880000
3ozs_protein	3ozs_ligand	6.550000
3mv0_protein	3mv0_ligand	3.690000
3ozt_protein	3ozt_ligand	7.080000
3p2e_protein	3p2e_ligand	5.760000
3muz_protein	3muz_ligand	3.350000
3p3g_protein	3p3g_ligand	7.360000
3p3s_protein	3p3s_ligand	6.500000
3p3r_protein	3p3r_ligand	6.480000
3p4v_protein	3p4v_ligand	4.290000
3p5o_protein	3p5o_ligand	7.000000
3p5l_protein	3p5l_ligand	5.850000
3p8n_protein	3p8n_ligand	8.510000
3p3t_protein	3p3t_ligand	5.830000
3ozg_protein	3ozg_ligand	5.920000
3p8o_protein	3p8o_ligand	8.100000
3o7u_protein	3o7u_ligand	5.770000
3p8p_protein	3p8p_ligand	4.510000
3p8z_protein	3p8z_ligand	7.000000
3p7i_protein	3p7i_ligand	5.340000
3ozp_protein	3ozp_ligand	5.750000
3p9l_protein	3p9l_ligand	6.010000
3p9m_protein	3p9m_ligand	6.180000
3p58_protein	3p58_ligand	3.380000
3p17_protein	3p17_ligand	5.980000
3pb7_protein	3pb7_ligand	5.510000
3pb8_protein	3pb8_ligand	3.420000
3pb9_protein	3pb9_ligand	4.890000
3pbb_protein	3pbb_ligand	5.650000
3pgl_protein	3pgl_ligand	3.190000
3pe1_protein	3pe1_ligand	8.520000
3pd8_protein	3pd8_ligand	6.330000
3pe2_protein	3pe2_ligand	8.430000
3pd9_protein	3pd9_ligand	5.740000
3pn4_protein	3pn4_ligand	7.150000
3pgu_protein	3pgu_ligand	5.570000
3pn1_protein	3pn1_ligand	6.230000
3pju_protein	3pju_ligand	8.400000
3po6_protein	3po6_ligand	4.260000
3po1_protein	3po1_ligand	5.750000
3ppp_protein	3ppp_ligand	4.020000
3ppq_protein	3ppq_ligand	3.120000
3ppr_protein	3ppr_ligand	3.850000
3prs_protein	3prs_ligand	7.750000
3ps1_protein	3ps1_ligand	6.880000
3pwd_protein	3pwd_ligand	6.270000
3pwm_protein	3pwm_ligand	8.900000
3pyy_protein	3pyy_ligand	7.120000
3pww_protein	3pww_ligand	8.800000
3ppm_protein	3ppm_ligand	8.270000
3q6w_protein	3q6w_ligand	8.540000
3pwk_protein	3pwk_ligand	3.000000
3pfp_protein	3pfp_ligand	5.510000
3q6z_protein	3q6z_ligand	4.780000
3q7q_protein	3q7q_ligand	6.290000
3q2j_protein	3q2j_ligand	5.170000
3q71_protein	3q71_ligand	5.320000
3q1x_protein	3q1x_ligand	3.920000
3qaa_protein	3qaa_ligand	8.320000
3qbc_protein	3qbc_ligand	4.900000
3qdd_protein	3qdd_ligand	7.270000
3pce_protein	3pce_ligand	2.710000
3pcf_protein	3pcf_ligand	2.950000
3qgw_protein	3qgw_ligand	5.400000
3qfd_protein	3qfd_ligand	5.990000
3pcn_protein	3pcn_ligand	1.830000
3pcg_protein	3pcg_ligand	1.610000
3qgy_protein	3qgy_ligand	5.040000
3qkd_protein	3qkd_ligand	8.580000
3pcj_protein	3pcj_ligand	4.440000
3pck_protein	3pck_ligand	5.130000
3qlm_protein	3qlm_ligand	5.490000
3q44_protein	3q44_ligand	7.190000
3qox_protein	3qox_ligand	6.040000
3qqa_protein	3qqa_ligand	5.810000
3qqs_protein	3qqs_ligand	5.470000
3qps_protein	3qps_ligand	5.820000
3qto_protein	3qto_ligand	6.920000
3qx9_protein	3qx9_ligand	4.850000
3qxt_protein	3qxt_ligand	6.770000
3qtv_protein	3qtv_ligand	6.770000
3qxv_protein	3qxv_ligand	6.440000
3r1v_protein	3r1v_ligand	5.960000
3qwc_protein	3qwc_ligand	6.460000
3qx5_protein	3qx5_ligand	7.110000
3qt6_protein	3qt6_ligand	6.230000
3qw5_protein	3qw5_ligand	6.120000
3r4m_protein	3r4m_ligand	5.440000
3r4n_protein	3r4n_ligand	6.180000
3r4p_protein	3r4p_ligand	7.820000
3r6u_protein	3r6u_ligand	3.800000
3r5t_protein	3r5t_ligand	6.750000
3qfy_protein	3qfy_ligand	5.220000
3rdo_protein	3rdo_ligand	6.550000
3qfz_protein	3qfz_ligand	3.750000
3r16_protein	3r16_ligand	6.190000
3r17_protein	3r17_ligand	6.060000
3rdq_protein	3rdq_ligand	6.560000
3r7o_protein	3r7o_ligand	8.660000
3r24_protein	3r24_ligand	5.340000
3re4_protein	3re4_ligand	6.200000
3rf4_protein	3rf4_ligand	5.500000
3rlb_protein	3rlb_ligand	6.900000
3r88_protein	3r88_ligand	4.170000
3rf5_protein	3rf5_ligand	5.040000
3rlp_protein	3rlp_ligand	6.210000
3rlq_protein	3rlq_ligand	6.480000
3rlr_protein	3rlr_ligand	7.170000
3rm4_protein	3rm4_ligand	6.160000
3rm9_protein	3rm9_ligand	5.000000
3roc_protein	3roc_ligand	7.890000
3rsx_protein	3rsx_ligand	5.200000
3ru1_protein	3ru1_ligand	4.830000
3rt8_protein	3rt8_ligand	6.560000
3rv4_protein	3rv4_ligand	0.000000
3rux_protein	3rux_ligand	9.270000
3rtf_protein	3rtf_ligand	6.920000
3rr4_protein	3rr4_ligand	5.810000
3ryj_protein	3ryj_ligand	5.280000
3ryv_protein	3ryv_ligand	5.080000
3ryx_protein	3ryx_ligand	5.930000
3rwp_protein	3rwp_ligand	7.910000
3rv8_protein	3rv8_ligand	5.470000
3rbu_protein	3rbu_ligand	2.900000
3ryy_protein	3ryy_ligand	5.300000
3ryz_protein	3ryz_ligand	6.420000
3rz0_protein	3rz0_ligand	5.890000
3rz1_protein	3rz1_ligand	6.820000
3s0b_protein	3s0b_ligand	6.770000
3rz8_protein	3rz8_ligand	6.460000
3rz5_protein	3rz5_ligand	6.130000
3rz7_protein	3rz7_ligand	6.570000
3s0d_protein	3s0d_ligand	5.750000
3s0e_protein	3s0e_ligand	5.160000
3s8n_protein	3s8n_ligand	5.980000
3s8l_protein	3s8l_ligand	5.560000
3s8o_protein	3s8o_ligand	5.990000
3s43_protein	3s43_ligand	9.020000
3s45_protein	3s45_ligand	8.600000
3s2v_protein	3s2v_ligand	5.770000
3s54_protein	3s54_ligand	7.960000
3s71_protein	3s71_ligand	6.780000
3s9e_protein	3s9e_ligand	5.260000
3s75_protein	3s75_ligand	5.800000
3s73_protein	3s73_ligand	5.690000
3s5y_protein	3s5y_ligand	5.860000
3s72_protein	3s72_ligand	5.810000
3s76_protein	3s76_ligand	3.930000
3s77_protein	3s77_ligand	6.200000
3s78_protein	3s78_ligand	4.380000
3sha_protein	3sha_ligand	6.290000
3shc_protein	3shc_ligand	5.770000
3si3_protein	3si3_ligand	5.690000
3s6t_protein	3s6t_ligand	6.650000
3si4_protein	3si4_ligand	6.810000
3spf_protein	3spf_ligand	4.010000
3slz_protein	3slz_ligand	7.800000
3st5_protein	3st5_ligand	9.480000
3sm2_protein	3sm2_ligand	8.320000
3sk2_protein	3sk2_ligand	5.480000
3str_protein	3str_ligand	8.120000
3sr4_protein	3sr4_ligand	5.970000
3sfg_protein	3sfg_ligand	3.150000
3su0_protein	3su0_ligand	7.350000
3std_protein	3std_ligand	10.030000
3su1_protein	3su1_ligand	7.310000
3su2_protein	3su2_ligand	7.860000
3su4_protein	3su4_ligand	7.040000
3su3_protein	3su3_ligand	7.540000
3su5_protein	3su5_ligand	7.030000
3su6_protein	3su6_ligand	7.580000
3suf_protein	3suf_ligand	7.720000
3sue_protein	3sue_ligand	7.680000
3sug_protein	3sug_ligand	6.820000
3sio_protein	3sio_ligand	7.320000
3sur_protein	3sur_ligand	5.040000
3sus_protein	3sus_ligand	5.360000
3sw8_protein	3sw8_ligand	5.390000
3sut_protein	3sut_ligand	6.430000
3suu_protein	3suu_ligand	6.170000
3sv2_protein	3sv2_ligand	6.190000
3suv_protein	3suv_ligand	4.830000
3sjf_protein	3sjf_ligand	7.640000
3suw_protein	3suw_ligand	5.660000
3t1m_protein	3t1m_ligand	4.380000
3t0x_protein	3t0x_ligand	9.410000
3sxf_protein	3sxf_ligand	8.190000
3t2w_protein	3t2w_ligand	5.600000
3t3c_protein	3t3c_ligand	9.380000
3t01_protein	3t01_ligand	1.980000
3t5u_protein	3t5u_ligand	7.410000
3t3u_protein	3t3u_ligand	8.160000
3t1a_protein	3t1a_ligand	10.550000
3t60_protein	3t60_ligand	6.560000
3t6b_protein	3t6b_ligand	6.170000
3t64_protein	3t64_ligand	6.520000
3t82_protein	3t82_ligand	6.480000
3t83_protein	3t83_ligand	6.710000
3t84_protein	3t84_ligand	6.100000
3t70_protein	3t70_ligand	6.820000
3sww_protein	3sww_ligand	6.430000
3t8v_protein	3t8v_ligand	6.850000
3t85_protein	3t85_ligand	6.710000
3ta0_protein	3ta0_ligand	5.030000
3ta1_protein	3ta1_ligand	5.750000
3tay_protein	3tay_ligand	3.240000
3tf6_protein	3tf6_ligand	3.890000
3td4_protein	3td4_ligand	4.800000
3tao_protein	3tao_ligand	3.880000
3tfn_protein	3tfn_ligand	6.180000
3tfp_protein	3tfp_ligand	5.900000
3tb6_protein	3tb6_ligand	4.610000
3tcg_protein	3tcg_ligand	5.660000
3th9_protein	3th9_ligand	7.680000
3tk2_protein	3tk2_ligand	4.740000
3tif_protein	3tif_ligand	5.840000
3tkw_protein	3tkw_ligand	7.790000
3tfu_protein	3tfu_ligand	5.000000
3ts4_protein	3ts4_ligand	7.310000
3tsk_protein	3tsk_ligand	7.140000
3tt4_protein	3tt4_ligand	6.810000
3ttp_protein	3ttp_ligand	8.720000
3tmk_protein	3tmk_ligand	7.510000
3ttm_protein	3ttm_ligand	5.350000
3tu7_protein	3tu7_ligand	8.220000
3tvc_protein	3tvc_ligand	7.660000
3u5j_protein	3u5j_ligand	6.390000
3twp_protein	3twp_ligand	3.530000
3u5l_protein	3u5l_ligand	6.840000
3tzm_protein	3tzm_ligand	8.180000
3u6h_protein	3u6h_ligand	8.770000
3u6i_protein	3u6i_ligand	8.940000
3tza_protein	3tza_ligand	5.870000
3tz0_protein	3tz0_ligand	4.300000
3u9q_protein	3u9q_ligand	4.560000
3u81_protein	3u81_ligand	5.680000
3u90_protein	3u90_ligand	4.050000
3ubd_protein	3ubd_ligand	6.830000
3u8k_protein	3u8k_ligand	6.810000
3u8j_protein	3u8j_ligand	6.550000
3u10_protein	3u10_ligand	7.180000
3u8l_protein	3u8l_ligand	6.320000
3udd_protein	3udd_ligand	8.280000
3u8n_protein	3u8n_ligand	7.590000
3udh_protein	3udh_ligand	5.790000
3ueu_protein	3ueu_ligand	5.400000
3u93_protein	3u93_ligand	5.200000
3u92_protein	3u92_ligand	6.420000
3uew_protein	3uew_ligand	6.040000
3uev_protein	3uev_ligand	5.900000
3uex_protein	3uex_ligand	6.440000
3ucj_protein	3ucj_ligand	4.520000
3ui7_protein	3ui7_ligand	7.130000
3uj9_protein	3uj9_ligand	4.660000
3ug2_protein	3ug2_ligand	5.420000
3t0b_protein	3t0b_ligand	3.880000
3ujd_protein	3ujd_ligand	4.680000
3uil_protein	3uil_ligand	3.360000
3ujc_protein	3ujc_ligand	4.440000
3uo4_protein	3uo4_ligand	7.100000
3uod_protein	3uod_ligand	7.190000
3upv_protein	3upv_ligand	5.460000
3up2_protein	3up2_ligand	7.120000
3umq_protein	3umq_ligand	1.950000
3upk_protein	3upk_ligand	5.320000
3t0d_protein	3t0d_ligand	3.410000
3uri_protein	3uri_ligand	6.710000
3utu_protein	3utu_ligand	8.240000
3uw4_protein	3uw4_ligand	7.310000
3uw5_protein	3uw5_ligand	7.170000
3t09_protein	3t09_ligand	3.630000
3uug_protein	3uug_ligand	5.480000
3uu1_protein	3uu1_ligand	4.780000
3uuo_protein	3uuo_ligand	6.820000
3uxd_protein	3uxd_ligand	4.590000
3usx_protein	3usx_ligand	4.110000
3uz5_protein	3uz5_ligand	5.530000
3v2n_protein	3v2n_ligand	5.890000
3uzj_protein	3uzj_ligand	4.170000
3v2p_protein	3v2p_ligand	6.520000
3uyr_protein	3uyr_ligand	5.150000
3uxk_protein	3uxk_ligand	5.760000
3v2q_protein	3v2q_ligand	6.190000
3uxl_protein	3uxl_ligand	5.440000
3v7x_protein	3v7x_ligand	6.370000
3v3q_protein	3v3q_ligand	2.890000
3v5p_protein	3v5p_ligand	7.740000
3v5t_protein	3v5t_ligand	7.080000
3v51_protein	3v51_ligand	9.170000
3t08_protein	3t08_ligand	3.890000
3vbd_protein	3vbd_ligand	5.760000
3v78_protein	3v78_ligand	7.450000
3vf5_protein	3vf5_ligand	9.590000
3vf7_protein	3vf7_ligand	9.770000
3veh_protein	3veh_ligand	5.290000
3t2q_protein	3t2q_ligand	3.420000
3vfa_protein	3vfa_ligand	8.860000
3vfb_protein	3vfb_ligand	9.910000
3vh9_protein	3vh9_ligand	5.420000
3vha_protein	3vha_ligand	8.050000
3vhc_protein	3vhc_ligand	8.710000
3vhd_protein	3vhd_ligand	8.780000
3vhk_protein	3vhk_ligand	6.510000
3vje_protein	3vje_ligand	8.280000
3v4t_protein	3v4t_ligand	5.430000
3vvy_protein	3vvy_ligand	7.260000
3vw2_protein	3vw2_ligand	7.150000
3vw1_protein	3vw1_ligand	5.350000
3w9k_protein	3w9k_ligand	6.440000
3w9r_protein	3w9r_ligand	6.420000
3vtr_protein	3vtr_ligand	5.070000
3vx3_protein	3vx3_ligand	6.950000
3w07_protein	3w07_ligand	5.170000
3vjc_protein	3vjc_ligand	8.580000
3wha_protein	3wha_ligand	6.890000
3wgg_protein	3wgg_ligand	5.740000
3wvm_protein	3wvm_ligand	6.620000
3w5n_protein	3w5n_ligand	4.940000
3wtj_protein	3wtj_ligand	6.120000
3wtl_protein	3wtl_ligand	6.470000
3wjw_protein	3wjw_ligand	6.220000
3wtn_protein	3wtn_ligand	5.600000
3wtm_protein	3wtm_ligand	6.080000
3wmc_protein	3wmc_ligand	4.570000
3wto_protein	3wto_ligand	5.770000
3w37_protein	3w37_ligand	5.050000
3wz6_protein	3wz6_ligand	5.990000
3wz7_protein	3wz7_ligand	7.930000
3wz8_protein	3wz8_ligand	7.430000
3zbx_protein	3zbx_ligand	8.590000
3wzn_protein	3wzn_ligand	5.590000
3zc5_protein	3zc5_ligand	8.850000
3zcl_protein	3zcl_ligand	8.360000
3x00_protein	3x00_ligand	5.940000
3zdv_protein	3zdv_ligand	5.410000
3zk6_protein	3zk6_ligand	5.870000
3zi8_protein	3zi8_ligand	4.640000
3zj6_protein	3zj6_ligand	7.720000
3zhx_protein	3zhx_ligand	5.590000
3zi0_protein	3zi0_ligand	5.920000
3zln_protein	3zln_ligand	9.410000
3zlr_protein	3zlr_ligand	9.540000
3zm9_protein	3zm9_ligand	6.550000
3znr_protein	3znr_ligand	7.700000
3zdg_protein	3zdg_ligand	6.150000
3zdh_protein	3zdh_ligand	6.570000
3zps_protein	3zps_ligand	7.550000
3zpu_protein	3zpu_ligand	8.530000
3zns_protein	3zns_ligand	7.500000
3zqe_protein	3zqe_ligand	3.960000
3zso_protein	3zso_ligand	6.550000
3zsq_protein	3zsq_ligand	5.920000
3zq9_protein	3zq9_ligand	5.040000
3zsx_protein	3zsx_ligand	5.850000
3zsy_protein	3zsy_ligand	5.210000
3zt2_protein	3zt2_ligand	5.200000
3zt3_protein	3zt3_ligand	5.740000
3zll_protein	3zll_ligand	4.290000
3zyu_protein	3zyu_ligand	7.010000
3zyf_protein	3zyf_ligand	4.980000
3zxz_protein	3zxz_ligand	8.640000
4a4q_protein	4a4q_ligand	8.340000
3zze_protein	3zze_ligand	8.420000
4a4v_protein	4a4v_ligand	6.180000
4a4w_protein	4a4w_ligand	7.030000
4a6b_protein	4a6b_ligand	8.260000
4a6s_protein	4a6s_ligand	4.550000
4a6c_protein	4a6c_ligand	8.370000
4ab9_protein	4ab9_ligand	3.060000
4a7i_protein	4a7i_ligand	7.600000
4aba_protein	4aba_ligand	4.290000
4a95_protein	4a95_ligand	5.880000
4abb_protein	4abb_ligand	4.370000
4abd_protein	4abd_ligand	4.160000
3zv7_protein	3zv7_ligand	4.970000
4abe_protein	4abe_ligand	3.910000
4abf_protein	4abf_ligand	4.570000
