,ligand,pK(ref),pK($Δ_{Vina}RF_{20}$),pK($AutoDock 4.2$),pK($∆SAS$),pK($DrugScoreX$),pK($AutoDock Vina$),pK($X-Score$),pK($NNScore 2.0$),pK($AutoDock VinaXB$)
1400,3djq_ligand,2.98,3.57,2.8551,208.032761,-75.999,3.549289,4.66,3.285,3.549289
1401,3djp_ligand,4.2,3.95,3.6495,231.015106,-70.011,3.311452,4.8,5.187,3.311452
1402,3d83_ligand,8.36,8.71,8.6504,519.938568,-181.941,8.553966,8.32,9.449,8.553966
1403,3d91_ligand,9.15,8.38,7.2859,589.982605,-208.545,6.824355,8.51,9.436,6.824355
1404,3dk1_ligand,9.74,9.91,6.5435,563.869385,-203.474,6.646356,7.81,10.331,6.646356
1405,3ckz_ligand,8.72,7.25,5.8641,328.412125,-91.752,5.602053,5.91,6.866,5.602053
1406,3djv_ligand,4.55,4.48,4.0177,246.402466,-87.028,3.970132,5.07,5.074,3.970132
1407,3djx_ligand,2.81,3.69,2.8618,215.122208,-78.909,3.662933,4.95,4.494,3.662933
1408,3dsz_ligand,7.77,6.53,3.2236,469.307373,-141.566,4.668988,6.28,5.691,4.668988
1409,3cl0_ligand,7.07,7.11,5.7013,323.730103,-91.09,4.643343,5.84,6.423,4.643343
1410,3e3c_ligand,5.62,5.31,2.104,350.457092,-82.481,3.797874,5.29,4.343,3.797874
1411,3dne_ligand,5.22,6.05,4.9916,231.59314,-79.027,5.667148,5.81,5.457,5.667148
1412,3dnd_ligand,4.8,3.82,3.5024,232.713211,-72.395,3.271173,5.19,2.667,3.271173
1413,3dzt_ligand,7.22,7.51,6.9257,463.789459,-144.758,5.594897,6.81,7.714,5.594897
1414,3dp9_ligand,9.68,8.31,7.9668,382.61673,-137.169,6.506356,6.78,9.694,6.506356
1415,3eax_ligand,4.92,3.09,0.6424,300.002136,-69.13,2.707427,5.32,4.378,2.707427
1416,3dri_ligand,4.42,3.73,1.6692,312.648621,-83.19,2.842991,4.75,3.762,2.842991
1417,3eb1_ligand,4.79,3.38,2.001,231.744904,-42.769,2.952302,4.99,3.696,2.952302
1418,3e92_ligand,8.0,8.62,8.6985,433.581848,-152.432,9.229025,8.27,7.878,9.229025
1419,3e93_ligand,8.85,9.98,10.9866,531.942719,-202.801,9.778453,8.86,9.021,9.778453
1420,3eeb_ligand,5.89,6.42,16.6876,392.884491,-81.191,5.903504,5.56,7.983,5.903504
1421,3ebl_ligand,6.3,7.94,6.4545,346.362427,-131.087,8.340015,7.02,6.685,8.340015
1422,3e6y_ligand,5.6,4.74,2.4738,362.138763,-101.625,4.037625,5.83,4.211,4.037625
1423,3drf_ligand,7.0,6.59,6.0592,649.596497,-197.39,6.014604,7.22,5.987,6.014604
1424,3drg_ligand,7.0,7.77,9.4762,875.393921,-271.085,7.968783,9.31,7.132,7.968783
1425,3eko_ligand,6.7,5.4,2.8427,244.35318,-71.424,4.651782,5.5,6.598,4.651782
1426,3ekp_ligand,8.89,7.76,5.8853,522.150208,-182.611,5.406701,7.33,7.811,5.406701
1427,3ekr_ligand,7.52,6.88,4.3216,318.122421,-94.897,5.93868,6.34,7.614,5.93868
1428,3ekt_ligand,10.6,8.02,6.5994,527.452454,-188.16,5.580711,7.67,7.691,5.580711
1429,3ekv_ligand,9.41,8.98,6.3367,533.910126,-183.964,6.508182,7.53,8.958,6.508182
1430,3ekx_ligand,9.41,8.44,8.1847,595.05307,-198.325,7.634457,8.37,9.076,7.634457
1431,3ekw_ligand,7.96,8.59,8.838,669.917206,-247.564,7.224553,9.01,8.345,7.224553
1432,3el1_ligand,9.64,8.61,8.4391,662.669098,-230.399,7.082507,8.77,7.333,7.082507
1433,3el4_ligand,7.17,8.57,8.8971,645.439697,-210.767,8.18077,8.88,8.369,8.18077
1434,3el5_ligand,7.72,7.81,7.9474,595.90036,-189.112,7.304245,8.19,8.092,7.304245
1435,3el9_ligand,8.4,8.78,8.2113,647.009583,-237.817,7.295733,8.87,7.672,7.295733
1436,3eqr_ligand,8.7,7.97,7.3757,491.150116,-179.665,7.35901,8.16,8.701,7.35901
1437,3evd_ligand,6.91,4.44,4.8784,299.692993,-76.461,3.741855,5.11,4.94,3.741855
1438,3egt_ligand,8.9,6.88,0.044,422.742432,-116.7,4.222148,6.35,5.834,4.222148
1439,3ery_ligand,5.66,5.74,7.6427,877.583191,-218.596,5.232155,9.22,7.557,5.232155
1440,3ed0_ligand,6.35,5.03,3.2304,258.769806,-67.364,4.477925,5.85,6.352,4.477925
1441,3f8c_ligand,7.68,7.61,6.3223,458.885254,-127.201,7.299971,7.24,9.255,7.299971
1442,3f78_ligand,3.1,4.0,1.6149,178.311401,-55.162,3.830301,4.56,4.77,3.839421
1443,3d7k_ligand,4.6,4.84,5.0504,543.937195,-190.273,6.965352,8.27,5.653,6.965352
1444,3f8f_ligand,6.63,6.42,5.5172,399.089508,-114.251,6.261672,7.02,6.87,6.261672
1445,3f68_ligand,5.06,6.6,7.0103,429.680634,-162.236,6.394567,7.12,8.408,6.394567
1446,3ffg_ligand,9.08,9.2,9.6049,494.281128,-199.337,8.575293,8.65,10.636,8.575293
1447,3f3c_ligand,6.02,6.24,5.4323,224.380325,-90.283,5.48176,5.79,5.349,5.48176
1448,3ebo_ligand,4.72,6.08,4.586,266.237473,-80.655,6.218915,6.23,5.117,6.218915
1449,3f3e_ligand,7.7,5.33,4.6084,199.19722,-80.788,4.498922,5.48,3.621,4.498922
1450,3f3d_ligand,7.16,5.33,4.3035,201.05217,-71.105,3.845682,5.06,3.563,3.845682
1451,3ebp_ligand,5.91,6.56,4.9136,287.48407,-88.744,6.587456,6.5,5.845,6.587456
1452,3fhb_ligand,5.7,4.66,3.1833,175.26944,-65.669,4.115462,5.23,3.763,4.115462
1453,3f70_ligand,4.85,2.94,2.9832,214.305634,-30.982,1.937324,4.08,4.952,1.937324
1454,3fas_ligand,6.77,5.48,5.783,183.847778,-75.095,4.61563,5.15,6.338,4.61563
1455,3fat_ligand,7.64,6.1,6.6527,229.052277,-80.71,5.446342,5.67,5.814,5.446342
1456,3f48_ligand,6.29,4.48,3.6467,140.175041,-50.78,3.667595,4.82,3.358,3.667595
1457,3exh_ligand,4.88,4.82,5.8665,397.050537,-128.999,5.586796,6.52,7.058,5.586796
1458,3fqe_ligand,8.3,7.76,6.9951,388.992676,-119.293,6.665572,6.87,6.925,6.665572
1459,3exe_ligand,6.96,6.36,6.365,402.191254,-136.2,5.519208,6.68,8.519,5.519208
1460,3fl5_ligand,7.28,8.22,5.5405,296.569702,-92.554,8.062324,6.64,7.178,8.062324
1461,3fuz_ligand,6.54,5.29,5.4343,179.043045,-67.862,4.077881,5.07,6.188,4.077881
1462,3fj7_ligand,3.71,4.01,4.2867,187.702324,-63.541,3.28478,4.91,3.641,3.28478
1463,3fur_ligand,8.0,8.64,8.9269,473.799896,-136.286,8.130139,7.91,7.84,8.130139
1464,3fv1_ligand,9.3,8.28,7.8523,303.079681,-135.8,7.071708,6.47,5.65,7.071708
1465,3fv2_ligand,8.11,8.05,7.7245,284.404556,-121.659,7.091613,6.36,5.716,7.091613
1466,3fjg_ligand,3.73,3.67,3.3945,198.098221,-55.706,3.232507,4.62,3.094,3.232507
1467,3fql_ligand,7.15,8.27,7.718,483.522675,-162.679,7.752258,7.67,7.694,7.752258
1468,3fzy_ligand,6.74,6.46,17.2776,401.675842,-92.386,5.729802,5.94,9.244,5.729802
1469,3fvh_ligand,6.35,5.47,5.1135,369.206909,-135.937,4.00599,5.69,5.84,4.00599
1470,3fvk_ligand,8.82,7.76,7.5361,283.060532,-119.005,6.713321,6.21,6.476,6.713321
1471,3fvn_ligand,6.77,7.14,7.2776,281.196335,-119.339,6.490147,6.21,6.144,6.490147
1472,3g19_ligand,6.67,5.54,3.8982,293.368195,-114.639,2.979472,5.76,4.993,2.979472
1473,3g0w_ligand,9.52,9.22,6.509,375.233353,-129.359,8.012361,7.04,6.105,8.012361
1474,3g0e_ligand,7.7,7.79,5.9293,323.748627,-116.773,7.201408,6.5,7.713,7.201408
1475,3fv3_ligand,9.52,7.6,5.0837,578.47525,-188.726,5.336151,7.57,7.619,5.336151
1476,3fuc_ligand,9.72,5.55,6.2975,344.15567,-143.807,5.535477,6.35,7.163,5.535477
1477,3g1v_ligand,3.19,5.16,1.1039,324.880066,-113.408,6.683306,6.12,5.265,6.683306
1478,3g1d_ligand,3.48,5.41,0.6073,326.207306,-110.882,6.651188,6.24,6.455,6.651188
1479,3g31_ligand,2.89,2.64,1.9933,153.895493,-42.532,2.260132,4.62,1.541,2.260132
1480,3g3r_ligand,6.48,6.39,11.6957,209.419846,-22.103,4.462016,5.08,6.282,4.462016
1481,3f6e_ligand,2.38,6.1,8.5246,533.309113,-199.132,7.838314,8.35,7.562,7.838314
1482,3ga5_ligand,5.49,5.54,1.1907,290.402969,-124.105,5.889208,6.06,4.571,5.889208
1483,3gba_ligand,9.07,8.69,9.2754,305.42691,-138.097,7.308035,6.48,5.696,7.308035
1484,3gbb_ligand,6.9,7.11,6.8643,280.976929,-114.362,6.078284,6.04,6.086,6.078284
1485,3g0i_ligand,3.6,3.55,3.2062,220.327087,-63.373,2.97011,5.42,4.841,2.97011
1486,3gi4_ligand,10.8,8.16,6.0897,556.759552,-200.796,6.490755,7.77,9.031,6.490755
1487,3gi5_ligand,11.2,8.27,6.6311,555.06311,-193.902,6.413666,7.83,9.952,6.413666
1488,3ggu_ligand,9.77,7.77,6.0666,547.278809,-187.662,5.554326,7.26,9.13,5.554326
1489,3gcp_ligand,7.82,7.78,6.852,381.289948,-126.028,7.614216,7.2,6.299,7.614216
1490,3gk1_ligand,4.1,3.47,1.3809,247.11882,-69.87,2.632229,4.92,1.221,2.632229
1491,3gcs_ligand,7.25,8.61,6.9304,487.941437,-161.315,7.994216,7.65,10.109,7.994216
1492,3gi6_ligand,11.2,8.12,5.8243,564.168732,-192.641,6.251452,7.68,9.348,6.251452
1493,3gkz_ligand,8.0,6.96,5.1012,243.234833,-76.77,5.368446,5.85,5.988,5.368446
1494,3gm0_ligand,7.77,6.54,5.3592,270.485245,-87.896,5.628284,5.78,5.546,5.628284
1495,3gbe_ligand,5.0,4.13,3.3762,196.143723,-56.852,3.334655,5.17,2.775,3.334655
1496,3gdt_ligand,7.19,3.88,2.6432,229.713638,-50.389,2.843585,4.57,4.909,2.843585
1497,3gjw_ligand,8.3,4.65,4.2488,256.612045,-79.92,3.750161,5.74,7.914,3.750161
1498,3gcu_ligand,6.78,9.38,9.8369,572.467651,-191.872,9.707214,9.22,9.184,9.707214
1499,3gs6_ligand,6.59,5.07,1.7224,280.801575,-55.352,3.615389,5.28,3.806,3.615389
1500,3gqz_ligand,2.17,2.98,3.8072,215.299637,-43.357,3.01989,5.16,3.469,3.01989
1501,3gsm_ligand,6.48,4.57,1.1167,226.526489,-46.966,3.00563,4.82,2.58,3.00563
1502,3gy2_ligand,5.74,5.77,4.4614,284.47316,-96.331,4.792969,6.1,5.675,4.792969
1503,3gy3_ligand,5.63,6.11,4.4458,360.52301,-133.168,5.049362,6.18,6.212,5.049362
1504,3gv9_ligand,2.12,3.04,2.94,196.45105,-50.622,3.05346,4.84,2.108,3.05346
1505,3gvb_ligand,2.59,5.21,5.1738,243.218307,-71.678,5.533504,5.76,4.701,5.533504
1506,3gnw_ligand,9.1,9.39,7.3635,491.811371,-146.086,8.674853,7.87,8.522,8.674853
1507,3gvu_ligand,8.0,8.8,11.4011,560.735565,-202.376,9.624875,8.73,7.431,9.624875
1508,3h1x_ligand,5.89,3.16,2.093,260.400085,-63.88,2.54926,5.22,2.44,2.54926
1509,3gss_ligand,5.82,5.67,7.1217,447.380127,-122.741,4.610447,6.28,6.31,4.610447
1510,3gst_ligand,6.72,7.03,9.8845,446.078796,-151.744,6.363431,7.18,6.178,6.363431
1511,3gy4_ligand,5.1,4.69,3.5641,186.508347,-75.77,4.243812,5.14,4.577,4.243812
1512,3gx0_ligand,3.48,4.33,4.598,441.979401,-115.183,4.193886,5.4,4.752,4.193886
1513,3gy7_ligand,4.52,4.24,3.8155,183.171959,-75.503,3.736811,5.09,4.479,3.736811
1514,3h5b_ligand,10.0,8.22,6.8352,568.85318,-187.25,5.134304,7.69,7.443,5.134304
1515,3h8b_ligand,6.29,6.59,7.1631,655.721069,-203.701,5.413006,8.02,7.956,5.413006
1516,3hk1_ligand,6.17,5.16,3.3267,342.98645,-96.113,4.390579,5.55,5.705,4.390579
1517,3hcm_ligand,3.3,2.25,2.1595,155.97731,-28.986,1.371694,4.82,3.433,1.371694
1518,3h89_ligand,7.64,6.46,7.4913,652.15625,-195.814,5.34651,7.92,7.468,5.34651
1519,3hit_ligand,8.19,5.87,3.0061,532.939972,-192.574,5.111694,6.07,5.355,5.111694
1520,3h30_ligand,4.53,5.08,2.9254,256.140411,-61.246,4.461569,5.5,5.151,4.461569
1521,3fzn_ligand,4.01,5.64,7.0309,582.373291,-230.772,8.118446,8.51,6.822,8.118446
1522,3hl7_ligand,7.64,7.84,5.4674,377.739929,-122.682,6.708446,6.62,6.837,6.708446
1523,3hmo_ligand,7.52,7.53,5.4532,385.395233,-130.33,7.353013,7.2,7.671,7.353013
1524,3hll_ligand,8.24,8.23,6.4993,398.463043,-134.415,7.057581,7.0,9.347,7.191606
1525,3hek_ligand,8.27,8.01,4.8443,409.091461,-124.303,7.064714,6.78,6.905,7.064714
1526,3hb4_ligand,9.05,8.96,7.6337,477.503693,-158.104,8.657551,8.21,7.898,8.657551
1527,3hmp_ligand,5.49,4.92,3.6817,273.060974,-72.255,4.214487,5.58,4.183,4.214487
1528,3hl8_ligand,4.49,4.97,4.2433,247.296066,-67.993,4.700161,5.77,1.605,4.700161
1529,3h78_ligand,4.24,4.73,2.6946,190.3964,-56.649,4.892339,5.28,3.704,4.892339
1530,3hkw_ligand,8.64,8.49,5.3984,457.247345,-136.181,7.570176,7.18,8.061,7.570176
1531,3hky_ligand,7.1,7.9,5.1269,446.228546,-126.98,7.308688,7.06,8.157,7.308688
1532,3hp9_ligand,4.59,5.38,3.5179,263.186646,-75.589,5.135447,5.94,6.228,5.135447
1533,3huc_ligand,5.99,7.21,5.885,344.440491,-115.313,6.995337,7.15,9.116,6.995337
1534,3hv8_ligand,6.98,7.74,9.4243,493.357544,-163.666,8.819626,6.94,5.805,8.819626
1535,3hub_ligand,8.09,8.52,7.4399,473.862885,-160.934,8.193218,7.66,7.643,8.193218
1536,3hvi_ligand,8.3,8.27,10.4633,522.551697,-212.544,8.279787,8.65,7.85,8.279787
1537,3hvj_ligand,8.7,8.01,9.5844,536.287292,-212.267,7.932258,8.65,8.978,7.932258
1538,3i6o_ligand,10.3,10.04,9.1271,615.122681,-222.356,8.489113,8.48,9.852,8.489113
1539,3i7e_ligand,10.9,9.54,6.1621,568.823517,-184.955,5.991796,7.45,9.7,5.991796
1540,3i5z_ligand,8.7,8.27,6.9383,460.732513,-149.118,7.539934,7.38,8.093,7.539934
1541,3ikd_ligand,6.75,5.61,6.2965,338.16507,-97.114,4.650704,6.03,6.524,4.650704
1542,3ikg_ligand,7.24,5.73,6.8432,332.662476,-104.865,5.113262,6.24,6.814,5.113262
1543,3i60_ligand,8.7,8.2,7.1545,471.793549,-153.858,7.269846,7.46,7.709,7.269846
1544,3i9g_ligand,8.96,7.51,3.8628,451.22821,-148.988,4.305359,6.45,6.198,4.305359
1545,3i25_ligand,8.51,8.72,11.3298,846.300354,-339.787,8.462845,9.73,8.522,8.462845
1546,3ijh_ligand,4.0,4.17,1.0859,258.568817,-73.754,3.942999,5.24,2.785,3.942999
1547,3i4b_ligand,8.15,7.97,6.8061,440.743652,-152.015,7.168864,7.45,6.798,7.168864
1548,3ies_ligand,9.92,9.07,8.5325,561.526733,-211.759,8.54261,8.38,7.226,8.54261
1549,3ifl_ligand,8.08,6.71,4.2863,530.935059,-186.243,4.643043,6.55,7.82,4.643043
1550,3ime_ligand,3.0,2.51,2.991,188.644363,-41.949,2.560235,5.32,4.678,2.560235
1551,3imc_ligand,2.96,4.75,3.8639,196.326645,-77.257,4.229824,5.07,5.729,4.229824
1552,3ip8_ligand,2.28,3.44,3.7552,203.197037,-72.587,3.795528,5.42,5.028,3.795528
1553,3ip5_ligand,6.22,4.66,4.6576,135.582687,-39.926,2.686503,4.89,4.254,2.686503
1554,3ip6_ligand,6.6,5.64,5.3085,159.415833,-59.312,3.765513,5.15,4.852,3.765513
1555,3hww_ligand,7.12,2.8,0.7988,148.019966,-14.024,1.712412,4.22,3.842,1.712412
1556,3iob_ligand,3.42,5.07,4.5887,302.396805,-112.295,5.528189,5.81,5.306,5.528189
1557,3ioc_ligand,3.68,5.88,6.3565,435.207977,-153.362,6.37533,6.9,6.397,6.37533
1558,3ip9_ligand,5.62,3.98,3.1877,160.385323,-48.652,1.850066,4.63,5.636,1.850066
1559,3ioe_ligand,3.27,4.77,5.2755,408.390045,-149.049,5.814729,6.28,4.57,5.814729
1560,3iph_ligand,7.6,7.76,7.3891,394.736389,-154.522,7.297339,7.55,7.164,7.297339
1561,3isj_ligand,3.68,6.11,4.6819,298.580643,-97.558,5.406107,5.6,6.779,5.406107
1562,3ipq_ligand,7.57,9.35,10.9944,619.502228,-222.208,9.757405,9.49,10.315,9.757405
1563,3iqu_ligand,4.77,4.99,3.5795,486.820404,-108.039,3.731151,5.5,7.653,3.731151
1564,3iss_ligand,6.05,5.83,5.1778,536.328674,-148.995,5.796811,6.35,4.098,5.796811
1565,3jrs_ligand,4.28,5.08,4.3139,350.351471,-75.949,5.112991,6.02,5.056,5.112991
1566,3iw5_ligand,6.08,7.56,5.626,483.036499,-173.782,7.536672,7.65,7.104,7.536672
1567,3ipu_ligand,7.32,7.44,6.4796,543.319977,-156.441,6.915081,7.27,8.783,6.915073
1568,3iw6_ligand,5.48,6.09,5.5144,449.43985,-128.625,5.672111,6.95,6.697,5.672111
1569,3ivc_ligand,4.12,5.35,6.237,403.603577,-125.112,5.314047,6.85,7.008,5.314054
1570,3iub_ligand,4.54,7.35,5.8945,350.589661,-108.557,6.352067,6.25,8.5,6.352067
1571,3iue_ligand,5.82,6.47,7.129,397.649536,-134.533,6.50882,6.6,9.278,6.50882
1572,3ivg_ligand,4.3,6.27,6.782,433.690521,-140.123,5.658702,6.9,6.284,5.658702
1573,3ivx_ligand,5.74,6.27,7.8265,413.635437,-139.787,6.167845,7.17,8.532,6.167845
1574,3juo_ligand,5.07,5.41,5.8278,290.354904,-78.526,5.413937,5.79,5.916,5.505506
1575,3jvs_ligand,6.54,6.37,5.276,315.425323,-115.406,5.513438,6.84,4.73,5.513438
1576,3jvr_ligand,5.72,5.58,4.86,272.556107,-102.038,4.747581,5.88,4.455,4.747581
1577,3jup_ligand,5.58,5.58,6.0551,281.286026,-82.229,5.445,6.13,8.302,5.445
1578,3jrx_ligand,9.0,9.41,7.6138,473.112823,-181.022,9.50261,8.03,7.18,9.50261
1579,3jy0_ligand,8.3,6.68,5.0953,297.040848,-75.268,5.507896,5.89,6.634,5.507896
1580,3jya_ligand,6.89,6.65,4.6983,259.477432,-61.489,5.493079,5.64,3.973,5.660264
1581,3jyr_ligand,5.54,5.41,3.7477,545.74176,-186.549,6.808468,7.54,4.775,6.808468
1582,3jzh_ligand,3.4,3.31,0.3346,366.947876,-101.128,2.797742,5.17,5.983,2.797742
1583,3k5v_ligand,6.3,6.67,4.1426,325.349487,-107.168,6.205345,6.52,6.597,6.205345
1584,3k97_ligand,8.0,7.35,3.9194,325.430115,-91.652,6.16882,6.41,6.601,6.16882
1585,3iae_ligand,3.89,6.14,4.1364,575.486725,-209.675,8.147023,8.76,7.024,8.147023
1586,3k99_ligand,7.22,7.11,4.9413,299.615005,-101.045,6.408343,6.19,7.024,6.408343
1587,3k4q_ligand,5.34,5.33,1.8506,299.155884,-50.488,3.939128,5.04,5.497,3.939128
1588,3kdb_ligand,9.85,9.19,8.9895,637.429321,-232.932,7.994465,9.04,9.33,7.994465
1589,3kdc_ligand,9.28,9.48,8.6759,629.110199,-231.324,8.202515,8.99,10.22,8.202515
1590,3hu3_ligand,6.89,5.83,7.0174,428.629456,-163.065,6.540257,6.54,6.213,6.540257
1591,3kiv_ligand,4.7,3.57,3.9059,174.865005,-27.356,1.666855,4.42,4.79,1.666855
1592,3k8c_ligand,2.92,3.81,2.9853,226.228134,-65.726,3.935455,4.96,6.314,3.935455
1593,3kdd_ligand,8.46,8.61,7.9592,611.902496,-222.826,7.479743,8.74,10.001,7.479743
1594,3kgp_ligand,2.57,3.19,2.7076,193.003555,-57.437,3.136679,4.79,2.557,3.136679
1595,3kku_ligand,5.7,4.53,3.8578,268.953293,-97.796,3.53335,5.43,5.574,3.701664
1596,3kdm_ligand,7.0,8.47,6.7196,316.285446,-135.695,8.787229,7.25,8.201,8.787229
1597,3kgu_ligand,5.92,5.66,3.3323,334.129562,-71.093,4.929135,5.93,6.011,4.929135
1598,3kgt_ligand,5.51,5.89,3.8427,338.656799,-76.5,5.251239,6.08,6.675,5.251239
1599,3kjd_ligand,8.54,7.09,5.2206,270.937561,-88.024,6.233497,5.95,7.317,6.233497
1600,3k8o_ligand,11.1,5.33,2.935,302.713638,-98.54,4.437823,5.46,6.419,4.437823
1601,3k8q_ligand,11.3,6.06,3.5419,281.866745,-95.667,4.428607,5.16,4.355,4.428607
1602,3kyq_ligand,4.22,4.3,0.9333,337.428955,-74.258,2.520117,4.9,3.748,2.520117
1603,3l3m_ligand,8.22,7.77,7.2331,339.181931,-115.141,7.240968,6.7,7.229,7.240968
1604,3kmx_ligand,4.82,5.3,3.9114,313.27095,-87.072,4.130872,5.53,6.788,4.130872
1605,3kmy_ligand,4.49,4.44,3.475,240.678284,-71.525,4.029912,5.53,5.616,4.029912
1606,3l59_ligand,3.7,4.45,4.1114,229.502014,-65.442,4.130095,5.47,4.152,4.130095
1607,3kv2_ligand,7.32,4.3,4.6203,229.620926,-23.539,4.156811,4.83,1.318,4.156811
1608,3k37_ligand,8.92,7.43,7.288,347.913849,-98.866,5.620374,6.24,8.756,5.620374
1609,3ldp_ligand,5.62,5.41,1.9578,374.729401,-97.203,4.848123,6.0,5.02,4.848123
1610,3l4u_ligand,7.52,3.43,0.073,305.137299,-75.103,3.547962,5.18,1.386,3.547962
1611,3liw_ligand,7.6,7.27,7.2972,438.914337,-160.412,6.389963,7.26,6.925,6.389963
1612,3l4w_ligand,6.0,4.54,3.7779,235.775284,-73.54,4.098746,5.16,3.288,4.098746
1613,3ljo_ligand,6.62,6.31,5.9142,317.108124,-135.535,5.250491,5.99,5.544,5.250491
1614,3ldq_ligand,5.36,5.29,1.2113,307.524048,-88.57,4.723585,5.52,4.985,4.723585
1615,3lgs_ligand,4.61,5.04,4.3366,269.760529,-85.729,5.612405,5.67,4.675,5.612405
1616,3lzs_ligand,11.0,8.93,5.4108,536.052765,-185.73,6.238336,7.56,9.275,6.238336
1617,3lzu_ligand,10.1,7.68,6.6905,524.12204,-181.487,5.417001,7.44,8.339,5.417001
1618,3lxk_ligand,9.8,7.87,6.0944,349.114014,-144.005,6.135315,6.22,6.744,6.135315
1619,3k4d_ligand,5.11,3.89,0.8989,194.082901,-50.726,2.754142,5.12,0.229,2.754142
1620,3lzz_ligand,3.84,3.15,0.5644,248.7901,-55.863,2.612067,4.6,5.383,2.612067
1621,3lmk_ligand,5.94,4.81,5.175,190.193207,-55.485,3.580704,5.08,5.395,3.580704
1622,3m3c_ligand,4.06,4.25,1.1085,225.646118,-69.072,3.561488,5.06,4.26,3.561488
1623,3m35_ligand,7.22,7.03,7.161,395.068634,-160.368,6.25011,7.04,8.892,6.25011
1624,3lp4_ligand,4.88,3.7,3.0424,215.798859,-24.494,2.906957,4.38,3.813,2.906957
1625,3lp7_ligand,5.44,4.5,4.3503,239.259888,-21.412,4.017368,4.71,2.107,4.017361
1626,3lpi_ligand,8.52,8.19,9.8683,609.386902,-221.462,7.888812,8.39,7.546,7.888812
1627,3lpk_ligand,9.1,9.53,11.5309,641.274475,-235.738,9.210205,8.84,8.44,9.210205
1628,3lvw_ligand,2.67,4.1,4.5625,332.991226,-69.416,3.974597,5.19,4.011,3.974597
1629,3m36_ligand,9.82,9.35,9.446,470.294128,-187.257,8.64555,8.05,11.098,8.64555
1630,3lpp_ligand,6.22,4.83,0.3207,354.987823,-105.56,4.115271,5.55,1.67,4.115271
1631,3m37_ligand,9.04,9.08,8.9784,460.350281,-178.751,8.326048,7.95,9.707,8.326048
1632,3mam_ligand,4.12,2.99,1.4435,146.07505,-29.989,1.723226,4.29,3.531,1.723226
1633,3m8u_ligand,4.89,5.82,9.6172,591.142395,-185.577,6.331774,7.04,6.067,6.331774
1634,3mhw_ligand,2.3,2.95,3.3928,179.258774,-56.501,2.733959,4.89,0.818,2.733959
1635,3miy_ligand,7.68,6.56,5.1328,331.22525,-114.031,5.766151,6.36,7.488,5.766151
1636,3k1j_ligand,6.4,6.03,7.7615,387.678131,-148.278,6.901078,6.28,5.412,6.901078
1637,3mxd_ligand,8.83,8.49,7.4523,581.224396,-205.486,6.534318,8.03,9.154,6.534318
1638,3ms9_ligand,5.22,4.64,3.282,227.626419,-64.634,3.895367,5.29,3.5,3.941686
1639,3mss_ligand,4.66,4.7,3.0328,244.023056,-84.506,4.362654,5.58,4.886,4.362654
1640,3mxe_ligand,10.0,9.42,7.101,577.940033,-210.227,7.003145,7.94,9.267,7.003145
1641,3myg_ligand,10.7,5.73,3.9654,401.201111,-118.303,4.454714,6.26,6.691,4.454714
1642,3n3g_ligand,7.24,5.56,2.9387,290.515625,-88.568,3.957522,5.54,5.804,3.957522
1643,3mof_ligand,3.07,3.3,2.8192,118.683128,-9.734,2.244575,4.3,3.4,2.244575
1644,3n35_ligand,3.37,3.64,2.1597,207.062225,-68.962,3.394208,4.88,4.773,3.394208
1645,3n7o_ligand,7.14,8.48,8.1139,398.96759,-149.565,7.578856,7.1,8.892,7.578856
1646,3lpl_ligand,5.62,4.86,0.2449,210.351318,-42.375,3.520572,4.56,3.082,3.520572
1647,3lq2_ligand,5.22,6.14,5.6056,427.45282,-98.266,6.060469,6.28,7.761,6.060469
1648,3mfv_ligand,2.52,4.43,2.7891,227.052338,-43.548,3.652023,4.92,5.286,3.652023
1649,3mfw_ligand,3.52,3.76,3.2542,205.029343,-31.332,3.222045,4.58,9.255,3.222045
1650,3mjl_ligand,2.44,2.35,1.8023,117.270317,-17.275,1.422625,4.01,8.462,1.422625
1651,3mf5_ligand,5.36,6.26,6.8865,355.839661,-113.354,6.561437,7.25,6.025,6.561437
1652,3nee_ligand,5.34,5.71,2.9319,398.434357,-85.972,5.122903,6.29,6.0,5.122903
1653,3neo_ligand,5.92,6.03,4.2012,426.166565,-100.925,5.496056,6.77,6.875,5.496056
1654,3nkk_ligand,4.7,5.09,4.1907,206.604782,-81.31,4.437251,5.33,4.996,4.437251
1655,3nes_ligand,5.62,5.53,3.0722,392.836487,-78.722,4.811085,6.28,6.139,4.811085
1656,3nhi_ligand,8.43,8.17,7.6611,463.419952,-149.939,6.053087,6.94,7.926,6.053087
1657,3nex_ligand,6.0,6.11,4.2452,433.448822,-103.568,5.577471,6.71,6.895,5.577471
1658,3nht_ligand,7.01,6.71,5.1438,431.338684,-131.706,4.896276,6.54,8.139,4.896276
1659,3nq3_ligand,3.78,5.45,2.2004,277.05394,-55.856,3.659487,5.25,5.377,3.659487
1660,3nq9_ligand,4.03,3.47,0.955,217.339722,-32.644,2.031444,4.52,3.415,2.031444
1661,3npc_ligand,8.34,9.78,11.5248,633.077271,-226.797,10.179853,9.38,9.035,10.179853
1662,3nu3_ligand,9.82,9.64,6.5139,547.395813,-194.942,6.716679,7.63,9.033,6.716679
1663,3nu4_ligand,8.82,9.51,6.2353,542.280151,-195.654,6.7036,7.55,9.17,6.7036
