Receptor	Ligand	Score(pK)	Energy	gauss_1	gauss_2	repulsion	hydrophobic	Hydrogen	Cl	Br	I
2ans_protein	2ans_ligand	5.028189	-6.858450	38.95943	1175.49750	0.86913	37.67507	0.03680	0.00000	0.00000	0.00000	
2aoc_protein	2aoc_ligand	6.020872	-8.212470	168.40846	2632.90984	6.57975	67.54527	10.57189	0.00000	0.00000	0.00000	
2aod_protein	2aod_ligand	5.912742	-8.064980	166.26950	2617.51218	6.72311	73.15462	10.01881	0.00000	0.00000	0.00000	
2aoe_protein	2aoe_ligand	5.614912	-7.658740	147.92549	2696.75349	6.77864	61.34658	8.92152	0.00000	0.00000	0.00000	
2aog_protein	2aog_ligand	6.091826	-8.309250	157.14778	2582.72075	5.69449	63.82456	10.70123	0.00000	0.00000	0.00000	
2aqu_protein	2aqu_ligand	7.146635	-9.748010	142.09826	2489.96986	6.53371	78.39357	7.77130	0.00000	0.00000	0.00000	
2arm_protein	2arm_ligand	1.449435	-1.977030	68.89261	878.65962	7.48168	14.74719	2.37241	0.00000	0.00000	0.00000	
2avm_protein	2avm_ligand	6.021598	-8.213460	156.92075	2589.08098	6.27511	72.21352	10.53202	0.00000	0.00000	0.00000	
2avo_protein	2avo_ligand	8.057537	-10.990480	131.20052	2351.31253	3.67547	81.75740	4.70351	0.00000	0.00000	0.00000	
2avq_protein	2avq_ligand	5.911635	-8.063470	162.28656	2579.31409	6.61201	72.05739	10.08418	0.00000	0.00000	0.00000	
2avs_protein	2avs_ligand	8.265440	-11.274060	141.61494	2356.44191	4.06665	81.65348	5.44948	0.00000	0.00000	0.00000	
2ax9_protein	2ax9_ligand	4.956122	-6.760150	84.55713	1381.05995	5.75734	38.03440	3.94064	0.00000	0.00000	0.00000	
2ayr_protein	2ayr_ligand	7.977361	-10.881120	114.17759	2073.26210	4.54001	93.62457	3.51720	0.00000	0.00000	0.00000	
2azr_protein	2azr_ligand	4.812331	-6.564020	76.46079	974.03034	3.35084	19.70032	4.21896	0.00000	0.00000	0.00000	
2b1g_protein	2b1g_ligand	6.622940	-9.033690	122.94378	1249.47016	6.08510	0.00000	8.80884	0.00000	0.00000	0.00000	
2b1i_protein	2b1i_ligand	6.466254	-8.819970	174.25982	1634.04463	14.17868	0.00000	14.80183	0.00000	0.00000	0.00000	
2b4l_protein	2b4l_ligand	3.241994	-4.422080	72.40715	616.39784	2.28243	0.00000	1.87734	0.00000	0.00000	0.00000	
2b7d_protein	2b7d_ligand	6.137874	-8.372060	127.79074	1599.33581	6.32746	17.87968	9.19374	0.00000	0.00000	0.00000	
2b07_protein	2b07_ligand	5.728695	-7.813940	99.03434	1611.62017	4.35019	20.43569	5.15850	0.00000	0.00000	0.00000	
2b9a_protein	2b9a_ligand	3.415066	-4.658150	37.19755	1093.66760	5.92310	42.68619	2.91632	0.00000	0.00000	0.00000	
2baj_protein	2baj_ligand	8.358482	-11.400970	107.11539	1606.80284	2.68847	71.01556	2.96169	0.00000	0.00000	0.00000	
2bak_protein	2bak_ligand	7.598350	-10.364150	131.04209	2155.16410	3.57519	52.01966	3.11497	0.00000	0.00000	0.00000	
2bal_protein	2bal_ligand	6.279787	-8.565630	63.12127	1390.07359	1.38457	42.11921	2.70664	0.00000	0.00000	0.00000	
2bes_protein	2bes_ligand	4.542009	-6.195300	66.12575	880.52266	4.43378	0.00000	9.15754	0.00000	0.00000	0.00000	
2bet_protein	2bet_ligand	3.865117	-5.272020	54.53049	821.40025	2.74048	0.00000	5.52733	0.00000	0.00000	0.00000	
2bfq_protein	2bfq_ligand	7.340308	-10.012180	166.71148	1988.02059	5.05868	0.00000	8.69076	0.00000	0.00000	0.00000	
2bfr_protein	2bfr_ligand	6.115176	-8.341100	112.70843	1466.12777	3.91640	0.00000	5.91744	0.00000	0.00000	0.00000	
2bmk_protein	2bmk_ligand	3.230286	-4.406110	84.75710	1031.30386	6.51167	19.78959	4.74218	0.00000	0.00000	0.00000	
2bo4_protein	2bo4_ligand	2.449487	-3.341100	41.01043	649.10833	4.40241	3.81991	5.41622	0.00000	0.00000	0.00000	
2boh_protein	2boh_ligand	5.428790	-7.404870	133.55501	1667.89040	6.19763	37.51782	0.90561	0.00000	0.00000	0.00000	
2boj_protein	2boj_ligand	3.011129	-4.107180	42.41450	568.44052	5.20285	0.00000	7.87973	0.00000	0.00000	0.00000	
2bok_protein	2bok_ligand	6.271474	-8.554290	109.80589	1490.21580	3.12068	15.66525	3.87343	0.00000	0.00000	0.00000	
2bpv_protein	2bpv_ligand	6.723732	-9.171170	96.59353	2226.95475	3.58170	55.13687	4.81140	0.00000	0.00000	0.00000	
2bpy_protein	2bpy_ligand	7.796635	-10.634610	110.15330	2331.58461	2.67571	56.18392	5.19969	0.00000	0.00000	0.00000	
2bq7_protein	2bq7_ligand	5.293842	-7.220800	119.16894	1514.51863	4.40384	37.36963	0.16107	0.00000	0.00000	0.00000	
2bqv_protein	2bqv_ligand	7.401217	-10.095260	116.54692	2255.39555	2.74616	84.59735	3.27356	0.00000	0.00000	0.00000	
2br1_protein	2br1_ligand	5.736393	-7.824440	82.73150	1433.12516	1.54170	37.37514	0.75812	0.00000	0.00000	0.00000	
2brb_protein	2brb_ligand	6.058776	-8.264170	75.47178	1278.45787	1.42538	45.03733	0.50209	0.00000	0.00000	0.00000	
2brm_protein	2brm_ligand	5.243666	-7.152360	64.82894	1283.89788	1.63401	34.32742	0.47018	0.00000	0.00000	0.00000	
2bt9_protein	2bt9_ligand	4.319054	-5.891190	61.72394	647.93704	3.18795	8.49708	6.12043	0.00000	0.00000	0.00000	
2bvd_protein	2bvd_ligand	5.114487	-6.976160	93.38809	1096.28343	6.71677	4.51356	10.80545	0.00000	0.00000	0.00000	
2bvr_protein	2bvr_ligand	3.993666	-5.447360	85.86519	1058.61392	4.18751	25.66836	3.57572	0.00000	0.00000	0.00000	
2bvs_protein	2bvs_ligand	3.074597	-4.193750	104.25883	1478.32172	6.40371	17.92203	2.62384	0.00000	0.00000	0.00000	
2byr_protein	2byr_ligand	6.434289	-8.776370	124.93140	2162.46821	4.17144	60.87220	1.21326	0.00000	0.00000	0.00000	
2bys_protein	2bys_ligand	7.583614	-10.344050	120.11414	1703.57042	3.80395	94.08314	1.90249	0.00000	0.00000	0.00000	
2bz6_protein	2bz6_ligand	5.660550	-7.720990	121.89891	1479.10973	3.85970	15.31116	4.68336	0.00000	0.00000	0.00000	
2bza_protein	2bza_ligand	3.187009	-4.347080	47.37101	537.97274	1.58357	5.12008	2.42086	0.00000	0.00000	0.00000	
2c1p_protein	2c1p_ligand	6.415345	-8.750530	84.25260	1362.42760	1.22955	48.35850	1.49634	0.00000	0.00000	0.00000	
2c3i_protein	2c3i_ligand	6.510960	-8.880950	77.81165	1287.70383	1.60969	72.39324	0.62217	0.00000	0.00000	0.00000	
2c3l_protein	2c3l_ligand	3.743248	-5.105790	62.42639	1037.08905	5.13539	32.17284	1.74713	0.00000	0.00000	0.00000	
2c80_protein	2c80_ligand	4.228072	-5.767090	104.28969	1206.07325	6.43901	25.52589	9.50926	0.00000	0.00000	0.00000	
2c92_protein	2c92_ligand	6.745161	-9.200400	165.17356	1829.51999	9.38851	7.00006	13.61561	0.00000	0.00000	0.00000	
2c94_protein	2c94_ligand	6.517962	-8.890500	151.96480	1833.62897	6.72830	7.24081	11.41865	0.00000	0.00000	0.00000	
2c97_protein	2c97_ligand	4.726496	-6.446940	83.89483	1028.31112	4.21883	13.74966	5.93434	0.00000	0.00000	0.00000	
2ca8_protein	2ca8_ligand	2.858358	-3.898800	72.43044	907.86825	7.90860	1.27374	9.39698	0.00000	0.00000	0.00000	
2cbj_protein	2cbj_ligand	5.120191	-6.983940	87.57562	1258.54979	6.07983	17.70061	7.70729	0.00000	0.00000	0.00000	
2cbu_protein	2cbu_ligand	5.230858	-7.134890	87.29100	886.23152	6.61457	13.69047	9.14785	0.00000	0.00000	0.00000	
2cbv_protein	2cbv_ligand	4.778614	-6.518030	73.04180	849.97918	7.46596	7.12441	10.75725	0.00000	0.00000	0.00000	
2cbz_protein	2cbz_ligand	4.843915	-6.607100	118.63265	953.81597	5.48414	0.00000	9.45692	0.00000	0.00000	0.00000	
2cc7_protein	2cc7_ligand	4.941848	-6.740680	82.73896	898.56944	3.26533	18.24063	2.15400	0.00000	0.00000	0.00000	
2ccb_protein	2ccb_ligand	3.746562	-5.110310	90.74046	854.37770	3.00275	20.21590	2.36020	0.00000	0.00000	0.00000	
2ccc_protein	2ccc_ligand	5.358196	-7.308580	84.82801	930.60755	2.73288	18.14841	1.97037	0.00000	0.00000	0.00000	
2ce9_protein	2ce9_ligand	4.661547	-6.358350	95.77006	1582.26905	3.34034	69.18682	4.13760	0.00000	0.00000	0.00000	
2cej_protein	2cej_ligand	8.434802	-11.505070	151.08581	2535.25765	4.85168	102.60139	5.02599	0.00000	0.00000	0.00000	
2cen_protein	2cen_ligand	8.529560	-11.634320	151.20495	2592.52408	4.58095	111.74358	5.13693	0.00000	0.00000	0.00000	
2ceq_protein	2ceq_ligand	3.830572	-5.224900	95.10397	991.63534	8.65510	0.00000	8.36198	0.00000	0.00000	0.00000	
2cer_protein	2cer_ligand	5.665726	-7.728050	107.19964	1433.73511	7.71784	13.90305	8.90158	0.00000	0.00000	0.00000	
2ces_protein	2ces_ligand	4.249252	-5.795980	95.58637	973.42086	8.06110	0.00000	8.79534	0.00000	0.00000	0.00000	
2cet_protein	2cet_ligand	5.746979	-7.838880	113.14827	1389.93301	7.98262	21.89482	9.09277	0.00000	0.00000	0.00000	
2cf8_protein	2cf8_ligand	8.048922	-10.978730	105.72253	1711.36428	2.85361	59.52287	3.76550	0.09656	0.00000	0.00000	
2cf9_protein	2cf9_ligand	7.670000	-10.461880	110.06894	1727.91164	3.03508	49.64122	4.12356	0.00000	0.00000	0.00000	
2cgf_protein	2cgf_ligand	6.161701	-8.404560	66.17371	1242.61164	1.99095	30.43330	1.26926	0.00000	0.00000	0.00000	
2cgr_protein	2cgr_ligand	6.893710	-9.403020	127.58180	1338.61167	3.01860	45.42566	3.74257	0.00000	0.00000	0.00000	
2cht_protein	2cht_ligand	5.417023	-7.388820	77.61802	971.44155	3.31914	15.17113	5.02848	0.00000	0.00000	0.00000	
2cle_protein	2cle_ligand	4.704362	-6.416750	75.61670	1201.24804	4.79717	42.42452	4.59333	0.00000	0.00000	0.00000	
2clh_protein	2clh_ligand	6.281613	-8.568120	96.96317	1452.35152	6.09717	68.04698	5.74910	0.00000	0.00000	0.00000	
2cli_protein	2cli_ligand	5.765220	-7.863760	94.31867	1522.41977	5.22233	45.95659	5.29564	0.00000	0.00000	0.00000	
2clk_protein	2clk_ligand	3.763394	-5.133270	62.83629	742.10866	3.92923	0.00000	6.34902	0.00000	0.00000	0.00000	
2cn0_protein	2cn0_ligand	8.437368	-11.508570	118.02431	1761.38130	2.27198	51.35840	3.46418	0.00000	0.00000	0.00000	
2csn_protein	2csn_ligand	3.857999	-5.262310	49.24656	954.59743	1.50333	29.08659	0.37110	0.00000	0.00000	0.00000	
2d0k_protein	2d0k_ligand	4.832302	-6.591260	87.08319	1325.10395	2.86014	24.24194	3.20743	0.00000	0.00000	0.00000	
2d3u_protein	2d3u_ligand	6.171232	-8.417560	82.32790	1231.80581	2.98475	70.55670	2.78739	0.00000	0.00000	0.00000	
2d3z_protein	2d3z_ligand	6.056034	-8.260430	76.04848	1157.30464	3.07802	70.13945	3.61929	0.00000	0.00000	0.00000	
2drc_protein	2drc_ligand	5.519919	-7.529170	93.87676	1431.93458	4.71717	36.11990	6.27426	0.00000	0.00000	0.00000	
2dri_protein	2dri_ligand	5.012933	-6.837640	78.48382	737.91104	5.82199	0.00000	10.10156	0.00000	0.00000	0.00000	
2dw7_protein	2dw7_ligand	2.619333	-3.572770	61.98749	748.90563	9.44534	0.00000	10.68906	0.00000	0.00000	0.00000	
2e2p_protein	2e2p_ligand	5.330609	-7.270950	98.23552	1235.42612	3.19677	0.00000	5.21764	0.00000	0.00000	0.00000	
2e2r_protein	2e2r_ligand	6.600279	-9.002780	64.86635	1126.31742	2.21802	79.30732	2.64302	0.00000	0.00000	0.00000	
2e7f_protein	2e7f_ligand	5.519128	-7.528090	86.30908	1458.49374	6.40493	16.35380	9.70292	0.00000	0.00000	0.00000	
2e9u_protein	2e9u_ligand	7.538996	-10.283190	73.86175	1423.16953	1.46305	17.23144	1.60508	0.00000	0.00000	0.00000	
2e27_protein	2e27_ligand	6.256056	-8.533260	95.93520	1396.74620	1.98503	32.84608	2.00781	0.00000	0.00000	0.00000	
2e91_protein	2e91_ligand	3.834780	-5.230640	47.96986	864.27597	3.58673	0.00000	6.92078	0.00000	0.00000	0.00000	
2e92_protein	2e92_ligand	4.132969	-5.637370	61.06324	1070.25570	5.29496	12.49192	6.98965	0.00000	0.00000	0.00000	
2e94_protein	2e94_ligand	5.692053	-7.763960	70.75360	1497.74011	4.43158	66.08996	4.74543	0.00000	0.00000	0.00000	
2epn_protein	2epn_ligand	4.475711	-6.104870	94.49503	918.35193	4.85396	13.96642	4.22413	0.00000	0.00000	0.00000	
2erz_protein	2erz_ligand	5.298570	-7.227250	71.26634	1372.34144	5.19271	40.18100	2.43152	0.00000	0.00000	0.00000	
2euk_protein	2euk_ligand	4.964934	-6.772170	145.34407	2397.56933	4.39485	175.31994	6.12071	0.00000	0.00000	0.00000	
2evl_protein	2evl_ligand	4.470227	-6.097390	125.58819	2052.48437	4.88175	132.02951	5.40818	0.00000	0.00000	0.00000	
2ewa_protein	2ewa_ligand	8.498013	-11.591290	129.95609	1407.16592	3.13529	88.47952	1.02454	0.00000	0.00000	0.00000	
2ews_protein	2ews_ligand	6.231774	-8.500140	160.65421	1686.18861	7.95767	0.00000	9.33128	0.00000	0.00000	0.00000	
2exm_protein	2exm_ligand	3.380543	-4.611060	49.78094	938.21873	2.48548	8.71274	1.01282	0.00000	0.00000	0.00000	
2f1g_protein	2f1g_ligand	3.228688	-4.403930	99.31443	1566.15319	7.99867	19.23350	2.39940	0.00000	0.00000	0.00000	
2f2h_protein	2f2h_ligand	6.200455	-8.457420	106.48027	1732.87278	7.98844	16.46486	10.76012	0.00000	0.00000	0.00000	
2f6t_protein	2f6t_ligand	6.492060	-8.855170	97.50832	1221.62340	3.70540	47.39996	5.31612	0.00000	0.00000	0.00000	
2f7i_protein	2f7i_ligand	4.184494	-5.707650	47.46879	1052.67731	4.44812	48.99266	2.17878	0.00000	0.00000	0.00000	
2f8g_protein	2f8g_ligand	6.109018	-8.332700	121.35018	2076.37697	7.30743	53.76487	6.59773	0.00000	0.00000	0.00000	
2f34_protein	2f34_ligand	5.327419	-7.266600	73.59431	1143.44647	3.67824	7.24112	7.40552	0.00000	0.00000	0.00000	
2f35_protein	2f35_ligand	5.187573	-7.075850	67.98588	1088.69027	3.47936	9.38474	7.35987	0.00000	0.00000	0.00000	
2f80_protein	2f80_ligand	6.166217	-8.410720	123.82953	2058.99050	6.98101	51.99906	6.49985	0.00000	0.00000	0.00000	
2f81_protein	2f81_ligand	5.505513	-7.509520	122.89518	2078.27478	8.53978	48.71614	6.11330	0.00000	0.00000	0.00000	
2fdp_protein	2fdp_ligand	7.503592	-10.234900	143.82396	2161.30580	6.66262	80.54725	9.22539	0.00000	0.00000	0.00000	
2fgu_protein	2fgu_ligand	7.959633	-10.856940	148.46071	2408.62900	6.29096	87.04864	5.67201	0.00000	0.00000	0.00000	
2fgv_protein	2fgv_ligand	8.265051	-11.273530	140.48885	2452.77398	4.91087	80.12361	5.44284	0.00000	0.00000	0.00000	
2fle_protein	2fle_ligand	7.553416	-10.302860	188.76456	2691.17382	7.74637	89.21071	8.74177	0.00000	0.00000	0.00000	
2flr_protein	2flr_ligand	6.848336	-9.341130	125.13161	1413.56685	5.47503	44.16473	5.30293	0.00000	0.00000	0.00000	
2fmb_protein	2fmb_ligand	6.593915	-8.994100	149.81718	2477.15799	7.72015	68.78266	9.76068	0.00000	0.00000	0.00000	
2fpz_protein	2fpz_ligand	3.812199	-5.199840	60.00145	670.53943	2.97801	4.85172	3.55322	0.00000	0.00000	0.00000	
2fqw_protein	2fqw_ligand	6.222339	-8.487270	105.87454	1234.27699	4.96367	0.00000	7.25434	0.00000	0.00000	0.00000	
2fqx_protein	2fqx_ligand	6.186217	-8.438000	113.87249	1276.44213	5.14204	0.00000	6.98195	0.00000	0.00000	0.00000	
2fqy_protein	2fqy_ligand	5.666628	-7.729280	115.36426	1322.57893	6.23298	0.00000	6.56567	0.00000	0.00000	0.00000	
2fvd_protein	2fvd_ligand	6.375938	-8.696780	101.44272	1596.72420	3.49453	30.12327	3.05264	0.00000	0.00000	0.00000	
2fw6_protein	2fw6_ligand	4.033512	-5.501710	76.18626	897.12687	6.20816	1.87532	8.64840	0.00000	0.00000	0.00000	
2fx6_protein	2fx6_ligand	3.858768	-5.263360	62.64246	646.78249	2.50767	5.96364	2.97223	0.00000	0.00000	0.00000	
2fxs_protein	2fxs_ligand	3.933358	-5.365100	74.95266	1280.87101	3.83330	14.64837	2.75949	0.00000	0.00000	0.00000	
2fxu_protein	2fxu_ligand	5.850308	-7.979820	131.87240	1787.08996	2.84572	95.65085	3.34943	0.00000	0.00000	0.00000	
2fxv_protein	2fxv_ligand	6.069971	-8.279440	118.80972	1378.07541	6.91994	0.00000	8.80346	0.00000	0.00000	0.00000	
2g5u_protein	2g5u_ligand	5.377625	-7.335080	45.64662	1049.01129	0.25564	39.20272	0.00000	0.00000	0.00000	0.00000	
2g94_protein	2g94_ligand	6.421136	-8.758430	168.24646	2288.85578	7.89784	52.55743	9.78632	0.00000	0.00000	0.00000	
2gh9_protein	2gh9_ligand	6.230125	-8.497890	127.08799	1848.90458	5.86328	0.00000	9.50901	0.00000	0.00000	0.00000	
2gj5_protein	2gj5_ligand	4.135799	-5.641230	43.17194	1082.91339	2.27338	70.29389	0.75580	0.00000	0.00000	0.00000	
2gl0_protein	2gl0_ligand	4.561268	-6.221570	100.46468	1009.42436	3.50943	0.00000	3.14081	0.00000	0.00000	0.00000	
2glp_protein	2glp_ligand	5.253065	-7.165180	105.19773	1281.62398	4.04414	39.84604	0.82319	0.00000	0.00000	0.00000	
2gss_protein	2gss_ligand	3.672999	-5.009970	46.95263	752.08920	0.58724	34.25614	0.55905	0.68937	0.00000	0.00000	
2gst_protein	2gst_ligand	5.941708	-8.104490	121.76399	1704.83066	7.86074	41.58950	9.89151	0.00000	0.00000	0.00000	
2gv6_protein	2gv6_ligand	5.081510	-6.931180	99.66105	1432.55773	4.78494	9.61868	6.69908	0.00000	0.00000	0.00000	
2gv7_protein	2gv7_ligand	6.130638	-8.362190	124.37136	1855.38626	5.91687	9.86751	8.27437	0.00000	0.00000	0.00000	
2gvj_protein	2gvj_ligand	7.492691	-10.220030	128.87799	1777.09444	3.30101	92.50332	1.31891	0.00000	0.00000	0.00000	
2gvv_protein	2gvv_ligand	4.281173	-5.839520	48.10011	912.35365	2.70645	27.76737	3.84242	0.00000	0.00000	0.00000	
2gyi_protein	2gyi_ligand	2.672691	-3.645550	58.08572	719.16506	4.53557	0.00000	4.68906	0.00000	0.00000	0.00000	
2gz2_protein	2gz2_ligand	4.741796	-6.467810	85.44454	1156.21445	5.30442	0.00000	7.78473	0.00000	0.00000	0.00000	
2h4g_protein	2h4g_ligand	4.745022	-6.472210	77.90350	1066.14939	3.63844	25.71413	4.15476	0.00000	0.00000	0.00000	
2h4k_protein	2h4k_ligand	4.677383	-6.379950	74.44678	1053.67055	3.94790	28.81097	4.20118	0.00000	0.00000	0.00000	
2h6b_protein	2h6b_ligand	4.154421	-5.666630	59.50119	788.77704	5.02744	35.71746	5.60947	0.00000	0.00000	0.00000	
2h21_protein	2h21_ligand	5.390154	-7.352170	111.63519	1560.68025	5.82339	0.30355	6.94991	0.00000	0.00000	0.00000	
2ha2_protein	2ha2_ligand	3.044304	-4.152430	65.38615	1180.04678	3.32960	18.08220	0.98899	0.00000	0.00000	0.00000	
2ha3_protein	2ha3_ligand	2.159142	-2.945070	39.96131	456.22686	1.17382	0.00000	1.00000	0.00000	0.00000	0.00000	
2ha6_protein	2ha6_ligand	3.478138	-4.744180	72.93909	1172.30604	1.82202	18.41905	0.07050	0.00000	0.00000	0.00000	
2hah_protein	2hah_ligand	5.230081	-7.133830	98.72807	1470.05462	4.72874	48.17090	5.30879	0.00000	0.00000	0.00000	
2haw_protein	2haw_ligand	3.705550	-5.054370	60.64110	571.62746	4.76971	0.00000	7.75400	0.00000	0.00000	0.00000	
2hb1_protein	2hb1_ligand	4.082925	-5.569110	68.71392	850.41021	3.11533	7.88714	4.05175	0.00000	0.00000	0.00000	
2hb3_protein	2hb3_ligand	6.965565	-9.501030	120.74222	2097.88026	3.62442	66.85958	4.87800	0.00000	0.00000	0.00000	
2hhn_protein	2hhn_ligand	4.471855	-6.099610	140.54882	1954.31527	9.60116	43.93457	3.11465	0.00000	0.00000	0.00000	
2hjb_protein	2hjb_ligand	3.726848	-5.083420	64.20028	695.40666	2.44508	27.62165	1.77549	0.00000	0.00000	0.00000	
2hkf_protein	2hkf_ligand	5.367001	-7.320590	138.30187	2284.94194	6.19540	38.04477	9.19886	0.00000	0.00000	0.00000	
2hmu_protein	2hmu_ligand	5.448519	-7.431780	113.53024	1480.74201	3.73381	0.00000	5.14409	0.00000	0.00000	0.00000	
2hmv_protein	2hmv_ligand	5.295565	-7.223150	101.96582	1320.38582	3.95974	0.00000	5.58173	0.00000	0.00000	0.00000	
2hnx_protein	2hnx_ligand	3.770924	-5.143540	55.18029	1056.11673	1.70333	55.37001	2.45277	0.00000	0.00000	0.00000	
2hs1_protein	2hs1_ligand	6.360169	-8.675270	115.00329	2074.99736	5.91633	51.12229	6.21865	0.00000	0.00000	0.00000	
2hxm_protein	2hxm_ligand	5.387823	-7.348990	108.45904	1202.92738	4.60970	14.69276	7.68126	0.00000	0.00000	0.00000	
2hzl_protein	2hzl_ligand	2.575176	-3.512540	45.52135	440.57953	3.84175	10.21891	4.59682	0.00000	0.00000	0.00000	
2i0a_protein	2i0a_ligand	6.312676	-8.610490	122.79968	2198.06851	5.01910	54.44006	4.27376	0.00000	0.00000	0.00000	
2i2c_protein	2i2c_ligand	6.226503	-8.492950	125.28672	1745.10143	6.16575	0.00000	8.83420	0.00000	0.00000	0.00000	
2i4d_protein	2i4d_ligand	6.173680	-8.420900	133.53129	2302.27158	5.59475	41.10874	5.41094	0.00000	0.00000	0.00000	
2i4j_protein	2i4j_ligand	2.966855	-4.046790	101.83347	1984.91153	12.00477	85.19477	1.00000	0.00000	0.00000	0.00000	
2i4u_protein	2i4u_ligand	6.288556	-8.577590	119.84865	2116.36034	5.37140	48.42016	5.07829	0.00000	0.00000	0.00000	
2i4v_protein	2i4v_ligand	6.318930	-8.619020	122.16678	2091.41584	5.57464	47.17486	5.65650	0.00000	0.00000	0.00000	
2i4w_protein	2i4w_ligand	5.667749	-7.730810	151.15798	2419.57746	7.17380	51.98510	5.69383	0.00000	0.00000	0.00000	
2i4x_protein	2i4x_ligand	5.810022	-7.924870	154.95512	2400.26764	6.71208	48.38752	5.91890	0.00000	0.00000	0.00000	
2i4z_protein	2i4z_ligand	3.412383	-4.654490	108.95871	1978.00620	11.26995	76.44840	2.00000	0.00000	0.00000	0.00000	
2i6b_protein	2i6b_ligand	4.674538	-6.376070	94.55481	1205.48434	5.41764	60.42845	2.17007	0.00000	0.00000	0.00000	
2i19_protein	2i19_ligand	2.651591	-3.616770	51.95246	958.97960	6.70570	15.99442	5.03749	0.00000	0.00000	0.00000	
2i80_protein	2i80_ligand	5.263277	-7.179110	87.58785	1184.62990	3.14550	47.85179	1.02163	0.00000	0.00000	0.00000	
2idw_protein	2idw_ligand	6.404567	-8.735830	118.11998	1960.07439	5.10436	46.78612	6.30951	0.00000	0.00000	0.00000	
2ihj_protein	2ihj_ligand	6.787896	-9.258690	138.05954	2277.01617	8.52758	6.35953	12.15155	0.00000	0.00000	0.00000	
2ihq_protein	2ihq_ligand	7.229435	-9.860950	107.51577	1525.07104	5.60217	50.82866	2.36735	0.00000	0.00000	0.00000	
2iko_protein	2iko_ligand	6.647551	-9.067260	88.14235	1362.82765	2.37456	52.28702	3.37071	0.00000	0.00000	0.00000	
2iuz_protein	2iuz_ligand	5.231474	-7.135730	165.53590	1276.30874	5.60776	0.00000	1.08194	0.00000	0.00000	0.00000	
2iwx_protein	2iwx_ligand	6.326635	-8.629530	62.32509	1259.56462	1.75515	28.33670	1.54919	0.00000	0.00000	0.00000	
2izl_protein	2izl_ligand	5.426107	-7.401210	76.11045	1104.83078	2.76292	27.23035	4.67063	0.00000	0.00000	0.00000	
2j2u_protein	2j2u_ligand	5.812683	-7.928500	127.80693	1537.86499	3.58228	22.02191	0.00000	0.00000	0.00000	0.00000	
2j4g_protein	2j4g_ligand	5.364758	-7.317530	95.05566	1149.43222	4.91224	37.50306	4.67793	0.00000	0.00000	0.00000	
2j4i_protein	2j4i_ligand	5.870374	-8.007190	140.28560	1739.54719	4.15560	44.70744	1.09670	0.00000	0.00000	0.00000	
2j7b_protein	2j7b_ligand	4.051202	-5.525840	91.08324	972.29719	8.27052	0.00000	8.82647	0.00000	0.00000	0.00000	
2j7d_protein	2j7d_ligand	4.748167	-6.476500	109.75597	1207.52106	8.04615	0.00000	8.82200	0.00000	0.00000	0.00000	
2j7e_protein	2j7e_ligand	4.769010	-6.504930	111.08710	1270.25827	8.60834	4.13477	9.12482	0.00000	0.00000	0.00000	
2j7f_protein	2j7f_ligand	4.145198	-5.654050	106.61466	1164.95913	9.97132	0.00000	9.44578	0.00000	0.00000	0.00000	
2j7g_protein	2j7g_ligand	4.690323	-6.397600	99.14000	1204.69438	7.96303	4.67445	8.60167	0.00000	0.00000	0.00000	
2j7h_protein	2j7h_ligand	4.202617	-5.732370	71.58317	689.36382	5.31680	0.00000	8.40005	0.00000	0.00000	0.00000	
2j27_protein	2j27_ligand	2.376532	-3.241590	47.59947	608.38966	4.12876	0.00000	4.17859	0.00000	0.00000	0.00000	
2j34_protein	2j34_ligand	6.049773	-8.251890	118.10392	1440.82598	2.11871	18.96887	0.25066	0.00000	0.00000	0.00000	
2j47_protein	2j47_ligand	6.063248	-8.270270	98.06573	1396.66361	6.82623	28.27612	8.50261	0.00000	0.00000	0.00000	
2j75_protein	2j75_ligand	5.069355	-6.914600	76.08979	760.71208	5.83525	3.83744	10.67488	0.00000	0.00000	0.00000	
2j62_protein	2j62_ligand	7.217221	-9.844290	118.72683	1745.90452	6.33726	64.68177	6.77854	0.00000	0.00000	0.00000	
2j77_protein	2j77_ligand	4.125931	-5.627770	80.39458	764.87205	6.65623	0.00000	9.20065	0.00000	0.00000	0.00000	
